,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
15,ACER PSEUDOPLATANUS,ACER,,pseudoplatanus,NA,NA,,,kew-2616276,TRUE,1.1,Accepted,Sapindaceae,Acer,,pseudoplatanus,,,L.,kew-2616276,Accepted,FALSE,FALSE,FALSE,3/20/23
16,ACER RUBRUM,ACER,,rubrum,NA,NA,,,kew-2616329,TRUE,1.1,Accepted,Sapindaceae,Acer,,rubrum,,,L.,kew-2616329,Accepted,FALSE,FALSE,FALSE,3/20/23
17,ACER SACCHARUM,ACER,,saccharum,NA,NA,,,kew-2616387,TRUE,1.1,Accepted,Sapindaceae,Acer,,saccharum,,,Marshall,kew-2616387,Accepted,FALSE,FALSE,FALSE,3/20/23
18,ACHILLEA MILLEFOLIUM,ACHILLEA,,millefolium,NA,NA,,,gcc-140712,TRUE,1.1,Accepted,Compositae,Achillea,,millefolium,,,L.,gcc-140712,Accepted,FALSE,FALSE,FALSE,3/20/23
19,ACHYRANTHES ASPERA,ACHYRANTHES,,aspera,NA,NA,,,kew-2617475,TRUE,1.1,Accepted,Amaranthaceae,Achyranthes,,aspera,,,L.,kew-2617475,Accepted,FALSE,FALSE,FALSE,3/20/23
20,ACLEISANTHES CHENOPODIOIDES,ACLEISANTHES,,chenopodioides,NA,NA,,,kew-2618093,TRUE,1.1,Accepted,Nyctaginaceae,Acleisanthes,,chenopodioides,,,(A.Gray) R.A.Levin,kew-2618093,Accepted,FALSE,FALSE,FALSE,3/20/23
21,ACMELLA DECUMBENS,ACMELLA,,decumbens,NA,NA,,,gcc-121488,TRUE,1.1,Accepted,Compositae,Acmella,,decumbens,,,(Sm.) R.K.Jansen,gcc-121488,Accepted,FALSE,FALSE,FALSE,3/20/23
22,ACMISPON AMERICANUS,ACMISPON,,americanus,NA,NA,,,ild-17080,TRUE,1.1,Accepted,Leguminosae,Acmispon,,americanus,,,(Nutt.) Rydb.,ild-17080,Accepted,FALSE,FALSE,FALSE,3/20/23
23,ACMISPON BRACHYCARPUS,ACMISPON,,brachycarpus,NA,NA,,,ild-41081,TRUE,1.1,Accepted,Leguminosae,Acmispon,,brachycarpus,,,(Benth.) D.D.Sokoloff,ild-41081,Accepted,FALSE,FALSE,FALSE,3/20/23
24,ACMISPON MARITIMUS,ACMISPON,,maritimus,NA,NA,,,ild-41105,TRUE,1.1,Accepted,Leguminosae,Acmispon,,maritimus,,,(Nutt.) D.D.Sokoloff,ild-41105,Accepted,FALSE,FALSE,FALSE,3/20/23
25,ACMISPON PARVIFLORUS,ACMISPON,,parviflorus,NA,NA,,,ild-41084,TRUE,1.1,Accepted,Leguminosae,Acmispon,,parviflorus,,,(Benth.) D.D.Sokoloff,ild-41084,Accepted,FALSE,FALSE,FALSE,3/20/23
26,ACMISPON STRIGOSUS,ACMISPON,,strigosus,NA,NA,,,tro-50326498,TRUE,1.1,Accepted,Leguminosae,Acmispon,,strigosus,,,(Nutt.) Brouillet,tro-50326498,Accepted,FALSE,FALSE,FALSE,3/20/23
27,ACOURTIA NANA,ACOURTIA,,nana,NA,NA,,,gcc-122212,TRUE,1.1,Accepted,Compositae,Acourtia,,nana,,,(A.Gray) Reveal & R.M.King,gcc-122212,Accepted,FALSE,FALSE,FALSE,3/20/23
28,ACTINOBOLE ULIGINOSUM,ACTINOBOLE,,uliginosum,NA,NA,,,gcc-114485,TRUE,1.1,Accepted,Compositae,Actinobole,,uliginosum,,,(A.Gray) H.Eichler,gcc-114485,Accepted,FALSE,FALSE,FALSE,3/20/23
29,ADESMIA CONFUSA,ADESMIA,,confusa,NA,NA,,,ild-26108,TRUE,1.1,Accepted,Leguminosae,Adesmia,,confusa,,,Ulibarri,ild-26108,Accepted,FALSE,FALSE,FALSE,3/20/23
30,ADESMIA LOTOIDES,ADESMIA,,lotoides,NA,NA,,,ild-11290,TRUE,1.1,Accepted,Leguminosae,Adesmia,,lotoides,,,Hook.f.,ild-11290,Accepted,FALSE,FALSE,FALSE,3/20/23
31,ADESMIA TENELLA,ADESMIA,,tenella,NA,NA,,,ild-25148,TRUE,1.1,Accepted,Leguminosae,Adesmia,,tenella,,,Hook. & Arn.,ild-25148,Accepted,FALSE,FALSE,FALSE,3/20/23
32,AFROASTER HISPIDA,,,hispida,NA,NA,,,,FALSE,1.1,,,AFROASTER,,hispida,NA,,,,,TRUE,FALSE,FALSE,3/20/23
33,AGALINIS HETEROPHYLLA,AGALINIS,,heterophylla,NA,NA,,,kew-2625059,TRUE,1.1,Accepted,Orobanchaceae,Agalinis,,heterophylla,,,(Nutt.) Small ex Britton,kew-2625059,Accepted,FALSE,FALSE,FALSE,3/20/23
34,AGALINIS PURPUREA,AGALINIS,,purpurea,NA,NA,,,kew-2625104,TRUE,1.1,Accepted,Orobanchaceae,Agalinis,,purpurea,,,(L.) Pennell,kew-2625104,Accepted,FALSE,FALSE,FALSE,3/20/23
35,AGASTACHE FOENICULUM,AGASTACHE,,foeniculum,NA,NA,,,kew-4454,TRUE,1.1,Accepted,Lamiaceae,Agastache,,foeniculum,,,(Pursh) Kuntze,kew-4454,Accepted,FALSE,FALSE,FALSE,3/20/23
36,AGATHISANTHEMUM CHLOROPHYLLUM,AGATHISANTHEMUM,,chlorophyllum,NA,NA,,,kew-4558,TRUE,1.1,Accepted,Rubiaceae,Agathisanthemum,,chlorophyllum,,,(Hochst.) Bremek.,kew-4558,Accepted,FALSE,FALSE,FALSE,3/20/23
37,AGOSERIS GLAUCA,AGOSERIS,,glauca,NA,NA,,,gcc-135689,TRUE,1.1,Accepted,Compositae,Agoseris,,glauca,,,(Pursh) Raf.,gcc-135689,Accepted,FALSE,FALSE,FALSE,3/20/23
38,AGRIMONIA EUPATORIA,AGRIMONIA,,eupatoria,NA,NA,,,rjp-408,TRUE,1.1,Accepted,Rosaceae,Agrimonia,,eupatoria,,,L.,rjp-408,Accepted,FALSE,FALSE,FALSE,3/20/23
39,AGROPYRON CRISTATUM,AGROPYRON,,cristatum,NA,NA,,,kew-388313,TRUE,1.1,Accepted,Poaceae,Agropyron,,cristatum,,,(L.) Gaertn.,kew-388313,Accepted,FALSE,FALSE,FALSE,3/20/23
40,AGROSTIS CANINA,AGROSTIS,,canina,NA,NA,,,kew-389335,TRUE,1.1,Accepted,Poaceae,Agrostis,,canina,,,L.,kew-389335,Accepted,FALSE,FALSE,FALSE,3/20/23
41,AGROSTIS CAPILLARIS,AGROSTIS,,capillaris,NA,NA,,,kew-387729,TRUE,1.1,Accepted,Poaceae,Agrostis,,capillaris,,,L.,kew-387729,Accepted,FALSE,FALSE,FALSE,3/20/23
42,AGROSTIS GIGANTEA,AGROSTIS,,gigantea,NA,NA,,,kew-389634,TRUE,1.1,Accepted,Poaceae,Agrostis,,gigantea,,,Roth,kew-389634,Accepted,FALSE,FALSE,FALSE,3/20/23
43,AGROSTIS INCONSPICUA,AGROSTIS,,inconspicua,NA,NA,,,kew-389750,TRUE,1.1,Accepted,Poaceae,Agrostis,,inconspicua,,,Kunze,kew-389750,Accepted,FALSE,FALSE,FALSE,3/20/23
44,AGROSTIS MONTEVIDENSIS,AGROSTIS,,montevidensis,NA,NA,,,kew-389941,TRUE,1.1,Accepted,Poaceae,Agrostis,,montevidensis,,,Spreng. ex Nees,kew-389941,Accepted,FALSE,FALSE,FALSE,3/20/23
45,AGROSTIS RUPESTRIS,AGROSTIS,,rupestris,NA,NA,,,kew-390243,TRUE,1.1,Accepted,Poaceae,Agrostis,,rupestris,,,All.,kew-390243,Accepted,FALSE,FALSE,FALSE,3/20/23
46,AGROSTIS SCABRA,AGROSTIS,,scabra,NA,NA,,,kew-390266,TRUE,1.1,Accepted,Poaceae,Agrostis,,scabra,,,Willd.,kew-390266,Accepted,FALSE,FALSE,FALSE,3/20/23
47,AGROSTIS STOLONIFERA,AGROSTIS,,stolonifera,NA,NA,,,kew-390383,TRUE,1.1,Accepted,Poaceae,Agrostis,,stolonifera,,,L.,kew-390383,Accepted,FALSE,FALSE,FALSE,3/20/23
48,AGROSTIS VENUSTA,AGROSTIS,,venusta,NA,NA,,,kew-390620,TRUE,1.1,Accepted,Poaceae,Agrostis,,venusta,,,Trin.,kew-390620,Accepted,FALSE,FALSE,FALSE,3/20/23
49,AIRA CARYOPHYLLEA,AIRA,,caryophyllea,NA,NA,,,kew-390804,TRUE,1.1,Accepted,Poaceae,Aira,,caryophyllea,,,L.,kew-390804,Accepted,FALSE,FALSE,FALSE,3/20/23
50,AIRA ELEGANTISSIMA,AIRA,,elegantissima,NA,NA,,,kew-390883,TRUE,1.1,Accepted,Poaceae,Aira,,elegantissima,,,Schur,kew-390883,Accepted,FALSE,FALSE,FALSE,3/20/23
51,ALBUCA SETOSA,ALBUCA,,setosa,NA,NA,,,kew-294632,TRUE,1.1,Accepted,Asparagaceae,Albuca,,setosa,,,Jacq.,kew-294632,Accepted,FALSE,FALSE,FALSE,3/20/23
52,ALCHEMILLA IDAEUS,ALCHEMILLA,,idaeus,NA,NA,,,,FALSE,1.1,,,ALCHEMILLA,,idaeus,NA,,,,,FALSE,FALSE,FALSE,3/20/23
53,ALCHEMILLA PENTAPHYLLEA,ALCHEMILLA,,pentaphyllea,NA,NA,,,rjp-8970,TRUE,1.1,Accepted,Rosaceae,Alchemilla,,pentaphyllea,,,L.,rjp-8970,Accepted,FALSE,FALSE,FALSE,3/20/23
54,ALKANNA TINCTORIA,ALKANNA,,tinctoria,NA,NA,,,kew-2628546,TRUE,1.1,Accepted,Boraginaceae,Alkanna,,tinctoria,,,(L.) Tausch,kew-2628546,Accepted,FALSE,FALSE,FALSE,3/20/23
55,ALLIONIA INCARNATA,ALLIONIA,,incarnata,NA,NA,,,kew-2628768,TRUE,1.1,Accepted,Nyctaginaceae,Allionia,,incarnata,,,L.,kew-2628768,Accepted,FALSE,FALSE,FALSE,3/20/23
56,ALLIUM ACUMINATUM,ALLIUM,,acuminatum,NA,NA,,,kew-294896,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,acuminatum,,,Hook.,kew-294896,Accepted,FALSE,FALSE,FALSE,3/20/23
57,ALLIUM AMPLECTENS,ALLIUM,,amplectens,NA,NA,,,kew-294999,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,amplectens,,,Torr.,kew-294999,Accepted,FALSE,FALSE,FALSE,3/20/23
58,ALLIUM CARINATUM,ALLIUM,,carinatum,NA,NA,,,kew-295243,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,carinatum,,,L.,kew-295243,Accepted,FALSE,FALSE,FALSE,3/20/23
59,ALLIUM CERNUUM,ALLIUM,,cernuum,NA,NA,,,kew-295267,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,cernuum,,,Roth,kew-295267,Accepted,FALSE,FALSE,FALSE,3/20/23
60,ALLIUM NEAPOLITANUM,ALLIUM,,neapolitanum,NA,NA,,,kew-296083,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,neapolitanum,,,Cirillo,kew-296083,Accepted,FALSE,FALSE,FALSE,3/20/23
61,ALLIUM TEXTILE,ALLIUM,,textile,NA,NA,,,kew-296789,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,textile,,,A.Nelson & J.F.Macbr.,kew-296789,Accepted,FALSE,FALSE,FALSE,3/20/23
62,ALLIUM VINEALE,ALLIUM,,vineale,NA,NA,,,kew-296924,TRUE,1.1,Accepted,Amaryllidaceae,Allium,,vineale,,,L.,kew-296924,Accepted,FALSE,FALSE,FALSE,3/20/23
63,ALLOTEROPSIS CIMICINA,ALLOTEROPSIS,,cimicina,NA,NA,,,kew-391228,TRUE,1.1,Accepted,Poaceae,Alloteropsis,,cimicina,,,(L.) Stapf,kew-391228,Accepted,FALSE,FALSE,FALSE,3/20/23
64,ALOPECURUS PRATENSIS,ALOPECURUS,,pratensis,NA,NA,,,kew-391506,TRUE,1.1,Accepted,Poaceae,Alopecurus,,pratensis,,,L.,kew-391506,Accepted,FALSE,FALSE,FALSE,3/20/23
65,ALTERNANTHERA SESSILIS,ALTERNANTHERA,,sessilis,NA,NA,,,kew-2631425,TRUE,1.1,Accepted,Amaranthaceae,Alternanthera,,sessilis,,,(L.) R.Br. ex DC.,kew-2631425,Accepted,FALSE,FALSE,FALSE,3/20/23
66,ALYSICARPUS OVALIFOLIUS,ALYSICARPUS,,ovalifolius,NA,NA,,,ild-33361,TRUE,1.1,Accepted,Leguminosae,Alysicarpus,,ovalifolius,,,(Schum.) Leonard,ild-33361,Accepted,FALSE,FALSE,FALSE,3/20/23
67,ALYSSUM DESERTORUM,ALYSSUM,,desertorum,NA,NA,,,kew-2632075,TRUE,1.1,Accepted,Brassicaceae,Alyssum,,desertorum,,,Stapf,kew-2632075,Accepted,FALSE,FALSE,FALSE,3/20/23
68,AMARANTHUS VIRIDIS,AMARANTHUS,,viridis,NA,NA,,,kew-2633159,TRUE,1.1,Accepted,Amaranthaceae,Amaranthus,,viridis,,,L.,kew-2633159,Accepted,FALSE,FALSE,FALSE,3/20/23
69,AMBROSIA ARTEMISIIFOLIA,AMBROSIA,,artemisiifolia,NA,NA,,,gcc-20460,TRUE,1.1,Accepted,Compositae,Ambrosia,,artemisiifolia,,,L.,gcc-20460,Accepted,FALSE,FALSE,FALSE,3/20/23
70,AMBROSIA DELTOIDEA,AMBROSIA,,deltoidea,NA,NA,,,gcc-12215,TRUE,1.1,Accepted,Compositae,Ambrosia,,deltoidea,,,(Torr.) W.W.Payne,gcc-12215,Accepted,FALSE,FALSE,FALSE,3/20/23
71,AMBROSIA DUMOSA,AMBROSIA,,dumosa,NA,NA,,,gcc-100971,TRUE,1.1,Accepted,Compositae,Ambrosia,,dumosa,,,(A.Gray) W.W.Payne,gcc-100971,Accepted,FALSE,FALSE,FALSE,3/20/23
72,AMBROSIA PSILOSTACHYA,AMBROSIA,,psilostachya,NA,NA,,,gcc-97891,TRUE,1.1,Accepted,Compositae,Ambrosia,,psilostachya,,,DC.,gcc-97891,Accepted,FALSE,FALSE,FALSE,3/20/23
73,AMBROSIA TENUIFOLIA,AMBROSIA,,tenuifolia,NA,NA,,,gcc-33087,TRUE,1.1,Accepted,Compositae,Ambrosia,,tenuifolia,,,Spreng.,gcc-33087,Accepted,FALSE,FALSE,FALSE,3/20/23
74,AMELANCHIER ALNIFOLIA,AMELANCHIER,,alnifolia,NA,NA,,,rjp-4731,TRUE,1.1,Accepted,Rosaceae,Amelanchier,,alnifolia,,,(Nutt.) Nutt. ex M.Roem.,rjp-4731,Accepted,FALSE,FALSE,FALSE,3/20/23
75,AMORPHA CANESCENS,AMORPHA,,canescens,NA,NA,,,ild-24889,TRUE,1.1,Accepted,Leguminosae,Amorpha,,canescens,,,Pursh,ild-24889,Accepted,FALSE,FALSE,FALSE,3/20/23
76,AMPELOPSIS ARBOREA,AMPELOPSIS,,arborea,NA,NA,,,kew-2634463,TRUE,1.1,Accepted,Vitaceae,Ampelopsis,,arborea,,,(L.) Koehne,kew-2634463,Accepted,FALSE,FALSE,FALSE,3/20/23
77,AMPHIACHYRIS DRACUNCULOIDES,AMPHIACHYRIS,,dracunculoides,NA,NA,,,gcc-143484,TRUE,1.1,Accepted,Compositae,Amphiachyris,,dracunculoides,,,(DC.) Nutt.,gcc-143484,Accepted,FALSE,FALSE,FALSE,3/20/23
78,AMPHICARPAEA BRACTEATA,AMPHICARPAEA,,bracteata,NA,NA,,,ild-15862,TRUE,1.1,Accepted,Leguminosae,Amphicarpaea,,bracteata,,,(L.) Fernald,ild-15862,Accepted,FALSE,FALSE,FALSE,3/20/23
79,AMSINCKIA MENZIESII,AMSINCKIA,,menziesii,NA,NA,,,kew-2635052,TRUE,1.1,Accepted,Boraginaceae,Amsinckia,,menziesii,,,(Lehm.) A.Nelson & J.F.Macbr.,kew-2635052,Accepted,FALSE,FALSE,FALSE,3/20/23
80,AMSINCKIA TESSELLATA,AMSINCKIA,,tessellata,NA,NA,,,kew-2635153,TRUE,1.1,Accepted,Boraginaceae,Amsinckia,,tessellata,,,A.Gray,kew-2635153,Accepted,FALSE,FALSE,FALSE,3/20/23
81,ANAGALLIS ARVENSIS,ANAGALLIS,,arvensis,NA,NA,,,kew-2636008,TRUE,1.1,Accepted,Primulaceae,Anagallis,,arvensis,,,L.,kew-2636008,Accepted,FALSE,FALSE,FALSE,3/20/23
82,ANDROPOGON BRACHYSTACHYUS,ANDROPOGON,,brachystachyus,NA,NA,,,kew-392092,TRUE,1.1,Accepted,Poaceae,Andropogon,,brachystachyus,,,Chapm.,kew-392092,Accepted,FALSE,FALSE,FALSE,3/20/23
83,ANDROPOGON GERARDII,ANDROPOGON,,gerardii,NA,NA,,,kew-392462,TRUE,1.1,Accepted,Poaceae,Andropogon,,gerardii,,,Vitman,kew-392462,Accepted,FALSE,FALSE,FALSE,3/20/23
84,ANDROPOGON GLOMERATUS,ANDROPOGON,,glomeratus,NA,NA,,,kew-392498,TRUE,1.1,Accepted,Poaceae,Andropogon,,glomeratus,,,"(Walter) Britton, Sterns & Poggenb.",kew-392498,Accepted,FALSE,FALSE,FALSE,3/20/23
85,ANDROPOGON LATERALIS,ANDROPOGON,,lateralis,NA,NA,,,kew-392734,TRUE,1.1,Accepted,Poaceae,Andropogon,,lateralis,,,Nees,kew-392734,Accepted,FALSE,FALSE,FALSE,3/20/23
86,ANDROPOGON VIRGINICUS,ANDROPOGON,,virginicus,NA,NA,,,kew-393606,TRUE,1.1,Accepted,Poaceae,Andropogon,,virginicus,,,L.,kew-393606,Accepted,FALSE,FALSE,FALSE,3/20/23
87,ANDROSACE SEPTENTRIONALIS,ANDROSACE,,septentrionalis,NA,NA,,,kew-2637777,TRUE,1.1,Accepted,Primulaceae,Androsace,,septentrionalis,,,L.,kew-2637777,Accepted,FALSE,FALSE,FALSE,3/20/23
88,ANEMONASTRUM CANADENSE,ANEMONASTRUM,,canadense,NA,NA,,,,FALSE,1.1,,,ANEMONASTRUM,,canadense,NA,,,,,FALSE,FALSE,FALSE,3/20/23
89,ANEMONE CAROLINIANA,ANEMONE,,caroliniana,NA,NA,,,kew-2638101,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,caroliniana,,,Walter,kew-2638101,Accepted,FALSE,FALSE,FALSE,3/20/23
90,ANEMONE CYLINDRICA,ANEMONE,,cylindrica,NA,NA,,,kew-2638150,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,cylindrica,,,A.Gray,kew-2638150,Accepted,FALSE,FALSE,FALSE,3/20/23
91,ANEMONE PATENS,ANEMONE,,patens,NA,NA,,,kew-2638552,TRUE,1.1,Accepted,Ranunculaceae,Anemone,,patens,,,L.,kew-2638552,Accepted,FALSE,FALSE,FALSE,3/20/23
92,ANTENNARIA CHILENSIS,ANTENNARIA,,chilensis,NA,NA,,,gcc-122028,TRUE,1.1,Accepted,Compositae,Antennaria,,chilensis,,,J.Rémy,gcc-122028,Accepted,FALSE,FALSE,FALSE,3/20/23
93,ANTENNARIA MEDIA,ANTENNARIA,,media,NA,NA,,,gcc-8487,TRUE,1.1,Accepted,Compositae,Antennaria,,media,,,Greene,gcc-8487,Accepted,FALSE,FALSE,FALSE,3/20/23
94,ANTENNARIA NEGLECTA,ANTENNARIA,,neglecta,NA,NA,,,gcc-128516,TRUE,1.1,Accepted,Compositae,Antennaria,,neglecta,,,Greene,gcc-128516,Accepted,FALSE,FALSE,FALSE,3/20/23
95,ANTHOXANTHUM ODORATUM,ANTHOXANTHUM,,odoratum,NA,NA,,,kew-394021,TRUE,1.1,Accepted,Poaceae,Anthoxanthum,,odoratum,,,L.,kew-394021,Accepted,FALSE,FALSE,FALSE,3/20/23
96,ANTHRISCUS SYLVESTRIS,ANTHRISCUS,,sylvestris,NA,NA,,,kew-2641868,TRUE,1.1,Accepted,Apiaceae,Anthriscus,,sylvestris,,,(L.) Hoffm.,kew-2641868,Accepted,FALSE,FALSE,FALSE,3/20/23
97,ANTHYLLIS VULNERARIA,ANTHYLLIS,,vulneraria,NA,NA,,,ild-7194,TRUE,1.1,Accepted,Leguminosae,Anthyllis,,vulneraria,,,L.,ild-7194,Accepted,FALSE,FALSE,FALSE,3/20/23
98,APERA SPICA-VENTI,APERA,,spica-venti,NA,NA,,,kew-394118,TRUE,1.1,Accepted,Poaceae,Apera,,spica-venti,,,(L.) P.Beauv.,kew-394118,Accepted,FALSE,FALSE,FALSE,3/20/23
99,APHANES ARVENSIS,APHANES,,arvensis,NA,NA,,,rjp-34,TRUE,1.1,Accepted,Rosaceae,Aphanes,,arvensis,,,L.,rjp-34,Accepted,FALSE,FALSE,FALSE,3/20/23
100,APHELIA PUMILIO,APHELIA,,pumilio,NA,NA,,,kew-220572,TRUE,1.1,Accepted,Centrolepidaceae,Aphelia,,pumilio,,,F.Muell. ex Sond.,kew-220572,Accepted,FALSE,FALSE,FALSE,3/20/23
101,APHYLLANTHES MONSPELIENSIS,APHYLLANTHES,,monspeliensis,NA,NA,,,kew-299864,TRUE,1.1,Accepted,Asparagaceae,Aphyllanthes,,monspeliensis,,,L.,kew-299864,Accepted,FALSE,FALSE,FALSE,3/20/23
102,APOCYNUM CANNABINUM,APOCYNUM,,cannabinum,NA,NA,,,kew-12828,TRUE,1.1,Accepted,Apocynaceae,Apocynum,,cannabinum,,,L.,kew-12828,Accepted,FALSE,FALSE,FALSE,3/20/23
103,AQUILEGIA CANADENSIS,AQUILEGIA,,canadensis,NA,NA,,,kew-2644676,TRUE,1.1,Accepted,Ranunculaceae,Aquilegia,,canadensis,,,L.,kew-2644676,Accepted,FALSE,FALSE,FALSE,3/20/23
104,ARENARIA SERPYLLIFOLIA,ARENARIA,,serpyllifolia,NA,NA,,,kew-2650139,TRUE,1.1,Accepted,Caryophyllaceae,Arenaria,,serpyllifolia,,,L.,kew-2650139,Accepted,FALSE,FALSE,FALSE,3/20/23
105,ARGYLIA RADIATA,ARGYLIA,,radiata,NA,NA,,,kew-319589,TRUE,1.1,Accepted,Bignoniaceae,Argylia,,radiata,,,(L.) D.Don,kew-319589,Accepted,FALSE,FALSE,FALSE,3/20/23
106,ARGYROLOBIUM ZANONII,ARGYROLOBIUM,,zanonii,NA,NA,,,ild-8319,TRUE,1.1,Accepted,Leguminosae,Argyrolobium,,zanonii,,,(Turra) P.W.Ball,ild-8319,Accepted,FALSE,FALSE,FALSE,3/20/23
107,ARISTIDA CONTORTA,ARISTIDA,,contorta,NA,NA,,,kew-394522,TRUE,1.1,Accepted,Poaceae,Aristida,,contorta,,,F.Muell.,kew-394522,Accepted,FALSE,FALSE,FALSE,3/20/23
108,ARISTIDA HOLATHERA,ARISTIDA,,holathera,NA,NA,,,kew-394727,TRUE,1.1,Accepted,Poaceae,Aristida,,holathera,,,Domin,kew-394727,Accepted,FALSE,FALSE,FALSE,3/20/23
109,ARISTIDA JUNCIFORMIS,ARISTIDA,,junciformis,NA,NA,,,kew-394771,TRUE,1.1,Accepted,Poaceae,Aristida,,junciformis,,,Trin. & Rupr.,kew-394771,Accepted,FALSE,FALSE,FALSE,3/20/23
110,ARISTIDA LONGESPICA,ARISTIDA,,longespica,NA,NA,,,kew-394826,TRUE,1.1,Accepted,Poaceae,Aristida,,longispica,,,Poir.,kew-394826,Accepted,TRUE,FALSE,FALSE,3/20/23
111,ARISTIDA MENDOCINA,ARISTIDA,,mendocina,NA,NA,,,kew-394871,TRUE,1.1,Accepted,Poaceae,Aristida,,mendocina,,,Phil.,kew-394871,Accepted,FALSE,FALSE,FALSE,3/20/23
112,ARISTIDA PURPUREA,ARISTIDA,,purpurea,NA,NA,,,kew-395056,TRUE,1.1,Accepted,Poaceae,Aristida,,purpurea,,,Nutt.,kew-395056,Accepted,FALSE,FALSE,FALSE,3/20/23
