,Taxon,Genus,Hybrid.marker,Species,Abbrev,Infraspecific.rank,Infraspecific,Authority,ID,Plant.Name.Index,TPL.version,Taxonomic.status,Family,New.Genus,New.Hybrid.marker,New.Species,New.Infraspecific.rank,New.Infraspecific,New.Authority,New.ID,New.Taxonomic.status,Typo,WFormat,Higher.level,Date
413,CRYPTANTHA ARGENTEA,CRYPTANTHA,,argentea,NA,NA,,,kew-2745408,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,argentea,,,I.M.Johnst.,kew-2745408,Accepted,FALSE,FALSE,FALSE,3/20/23
414,CRYPTANTHA CIRCUMSCISSA,CRYPTANTHA,,circumscissa,NA,NA,,,kew-2745449,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,circumscissa,,,(Hook. & Arn.) I.M.Johnst.,kew-2745449,Accepted,FALSE,FALSE,FALSE,3/20/23
415,CRYPTANTHA INTERMEDIA,CRYPTANTHA,,intermedia,NA,NA,,,kew-2745585,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,intermedia,,,(A.Gray) Greene,kew-2745585,Accepted,FALSE,FALSE,FALSE,3/20/23
416,CRYPTANTHA MARITIMA,CRYPTANTHA,,maritima,NA,NA,,,kew-2745627,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,maritima,,,(Greene) Greene,kew-2745627,Accepted,FALSE,FALSE,FALSE,3/20/23
417,CRYPTANTHA MICRANTHA,CRYPTANTHA,,micrantha,NA,NA,,,kew-2745635,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,micrantha,,,(Torr.) I.M.Johnst.,kew-2745635,Accepted,FALSE,FALSE,FALSE,3/20/23
418,CRYPTANTHA PTEROCARYA,CRYPTANTHA,,pterocarya,NA,NA,,,kew-2745699,TRUE,1.1,Accepted,Boraginaceae,Cryptantha,,pterocarya,,,(Torr.) Greene,kew-2745699,Accepted,FALSE,FALSE,FALSE,3/20/23
419,CUCUMIS MYRIOCARPUS,CUCUMIS,,myriocarpus,NA,NA,,,kew-2747017,TRUE,1.1,Accepted,Cucurbitaceae,Cucumis,,myriocarpus,,,Naudin,kew-2747017,Accepted,FALSE,FALSE,FALSE,3/20/23
420,CUMULOPUNTIA SPHAERICA,CUMULOPUNTIA,,sphaerica,NA,NA,,,kew-2747408,TRUE,1.1,Accepted,Cactaceae,Cumulopuntia,,sphaerica,,,(C.F.Först.) E.F.Anderson,kew-2747408,Accepted,FALSE,FALSE,FALSE,3/20/23
421,CUPHEA FLAVA,CUPHEA,,flava,NA,NA,,,kew-2748042,TRUE,1.1,Accepted,Lythraceae,Cuphea,,flava,,,Spreng.,kew-2748042,Accepted,FALSE,FALSE,FALSE,3/20/23
422,CUPHEA GLUTINOSA,CUPHEA,,glutinosa,NA,NA,,,kew-2748075,TRUE,1.1,Accepted,Lythraceae,Cuphea,,glutinosa,,,Cham. & Schltdl.,kew-2748075,Accepted,FALSE,FALSE,FALSE,3/20/23
423,CUPHONOTUS HUMISTRATUS,CUPHONOTUS,,humistratus,NA,NA,,,kew-2748560,TRUE,1.1,Accepted,Brassicaceae,Cuphonotus,,humistratus,,,(F.Muell.) O.E.Schulz,kew-2748560,Accepted,FALSE,FALSE,FALSE,3/20/23
424,CUSCUTA PLANIFLORA,CUSCUTA,,planiflora,NA,NA,,,tro-8501112,TRUE,1.1,Accepted,Convolvulaceae,Cuscuta,,planiflora,,,Ten.,tro-8501112,Accepted,FALSE,FALSE,FALSE,3/20/23
425,CYANOTIS SPECIOSA,CYANOTIS,,speciosa,NA,NA,,,kew-235435,TRUE,1.1,Accepted,Commelinaceae,Cyanotis,,speciosa,,,(L.f.) Hassk.,kew-235435,Accepted,FALSE,FALSE,FALSE,3/20/23
426,CYCLOSPERMUM LEPTOPHYLLUM,CYCLOSPERMUM,,leptophyllum,NA,NA,,,kew-2750155,TRUE,1.1,Accepted,Apiaceae,Cyclospermum,,leptophyllum,,,(Pers.) Sprague,kew-2750155,Accepted,FALSE,FALSE,FALSE,3/20/23
427,CYMBOPOGON CAESIUS,CYMBOPOGON,,caesius,NA,NA,,,kew-406124,TRUE,1.1,Accepted,Poaceae,Cymbopogon,,caesius,,,(Hook. & Arn.) Stapf,kew-406124,Accepted,FALSE,FALSE,FALSE,3/20/23
428,CYMBOPOGON NARDUS,CYMBOPOGON,,nardus,NA,NA,,,kew-406227,TRUE,1.1,Accepted,Poaceae,Cymbopogon,,nardus,,,(L.) Rendle,kew-406227,Accepted,FALSE,FALSE,FALSE,3/20/23
429,CYMOPTERUS GLOMERATUS,CYMOPTERUS,,glomeratus,NA,NA,,,kew-2750696,TRUE,1.1,Accepted,Apiaceae,Cymopterus,,glomeratus,,,(Nutt.) Raf.,kew-2750696,Accepted,FALSE,FALSE,FALSE,3/20/23
430,CYNODON DACTYLON,CYNODON,,dactylon,NA,NA,,,kew-406339,TRUE,1.1,Accepted,Poaceae,Cynodon,,dactylon,,,(L.) Pers.,kew-406339,Accepted,FALSE,FALSE,FALSE,3/20/23
431,CYNOSURUS CRISTATUS,CYNOSURUS,,cristatus,NA,NA,,,kew-406467,TRUE,1.1,Accepted,Poaceae,Cynosurus,,cristatus,,,L.,kew-406467,Accepted,FALSE,FALSE,FALSE,3/20/23
432,CYNOSURUS ECHINATUS,CYNOSURUS,,echinatus,NA,NA,,,kew-406482,TRUE,1.1,Accepted,Poaceae,Cynosurus,,echinatus,,,L.,kew-406482,Accepted,FALSE,FALSE,FALSE,3/20/23
433,CYPELLA HERBERTII,CYPELLA,,herbertii,NA,NA,,,kew-327837,TRUE,1.1,Accepted,Iridaceae,Cypella,,herbertii,,,(Lindl.) Herb.,kew-327837,Accepted,FALSE,FALSE,FALSE,3/20/23
434,CYPERUS CORYMBOSUS,CYPERUS,,corymbosus,NA,NA,,,kew-236178,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,corymbosus,,,Rottb.,kew-236178,Accepted,FALSE,FALSE,FALSE,3/20/23
435,CYPERUS ERAGROSTIS,CYPERUS,,eragrostis,NA,NA,,,kew-236500,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,eragrostis,,,Lam.,kew-236500,Accepted,FALSE,FALSE,FALSE,3/20/23
436,CYPERUS LUPULINUS,CYPERUS,,lupulinus,NA,NA,,,kew-237369,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,lupulinus,,,(Spreng.) Marcks,kew-237369,Accepted,FALSE,FALSE,FALSE,3/20/23
437,CYPERUS REFLEXUS,CYPERUS,,reflexus,NA,NA,,,kew-238253,TRUE,1.1,Accepted,Cyperaceae,Cyperus,,reflexus,,,Vahl,kew-238253,Accepted,FALSE,FALSE,FALSE,3/20/23
438,CYPRIPEDIUM PARVIFLORUM,CYPRIPEDIUM,,parviflorum,NA,NA,,,kew-54289,TRUE,1.1,Accepted,Orchidaceae,Cypripedium,,parviflorum,,,Salisb.,kew-54289,Accepted,FALSE,FALSE,FALSE,3/20/23
439,CYTISUS SCOPARIUS,CYTISUS,,scoparius,NA,NA,,,ild-8778,TRUE,1.1,Accepted,Leguminosae,Cytisus,,scoparius,,,(L.) Link,ild-8778,Accepted,FALSE,FALSE,FALSE,3/20/23
440,DACTYLIS GLOMERATA,DACTYLIS,,glomerata,NA,NA,,,kew-406640,TRUE,1.1,Accepted,Poaceae,Dactylis,,glomerata,,,L.,kew-406640,Accepted,FALSE,FALSE,FALSE,3/20/23
441,DACTYLOCTENIUM AEGYPTIUM,DACTYLOCTENIUM,,aegyptium,NA,NA,,,kew-406842,TRUE,1.1,Accepted,Poaceae,Dactyloctenium,,aegyptium,,,(L.) Willd.,kew-406842,Accepted,FALSE,FALSE,FALSE,3/20/23
442,DACTYLORHIZA MACULATA,DACTYLORHIZA,,maculata,NA,NA,,,kew-55410,TRUE,1.1,Accepted,Orchidaceae,Dactylorhiza,,maculata,,,(L.) Soó,kew-55410,Accepted,FALSE,FALSE,FALSE,3/20/23
443,DALEA CANDIDA,DALEA,,candida,NA,NA,,,ild-16740,TRUE,1.1,Accepted,Leguminosae,Dalea,,candida,,,Willd.,ild-16740,Accepted,FALSE,FALSE,FALSE,3/20/23
444,DALEA ENNEANDRA,DALEA,,enneandra,NA,NA,,,ild-16742,TRUE,1.1,Accepted,Leguminosae,Dalea,,enneandra,,,C.Fraser,ild-16742,Accepted,FALSE,FALSE,FALSE,3/20/23
445,DALEA PURPUREA,DALEA,,purpurea,NA,NA,,,ild-15442,TRUE,1.1,Accepted,Leguminosae,Dalea,,purpurea,,,Vent.,ild-15442,Accepted,FALSE,FALSE,FALSE,3/20/23
446,DALEA SEARLSIAE,DALEA,,searlsiae,NA,NA,,,ild-21091,TRUE,1.1,Accepted,Leguminosae,Dalea,,searlsiae,,,(A.Gray) Barneby,ild-21091,Accepted,FALSE,FALSE,FALSE,3/20/23
447,DALEA VILLOSA,DALEA,,villosa,NA,NA,,,ild-16490,TRUE,1.1,Accepted,Leguminosae,Dalea,,villosa,,,(Nutt.) Spreng.,ild-16490,Accepted,FALSE,FALSE,FALSE,3/20/23
448,DANTHONIA CALIFORNICA,DANTHONIA,,californica,NA,NA,,,kew-406961,TRUE,1.1,Accepted,Poaceae,Danthonia,,californica,,,Bol.,kew-406961,Accepted,FALSE,FALSE,FALSE,3/20/23
449,DANTHONIA DECUMBENS,DANTHONIA,,decumbens,NA,NA,,,kew-407014,TRUE,1.1,Accepted,Poaceae,Danthonia,,decumbens,,,(L.) DC.,kew-407014,Accepted,FALSE,FALSE,FALSE,3/20/23
450,DANTHONIA MONTEVIDENSIS,DANTHONIA,,montevidensis,NA,NA,,,kew-407139,TRUE,1.1,Accepted,Poaceae,Danthonia,,montevidensis,,,Hack. & Arechav.,kew-407139,Accepted,FALSE,FALSE,FALSE,3/20/23
451,DAPHNE GNIDIUM,DAPHNE,,gnidium,NA,NA,,,kew-2756985,TRUE,1.1,Accepted,Thymelaeaceae,Daphne,,gnidium,,,L.,kew-2756985,Accepted,FALSE,FALSE,FALSE,3/20/23
452,DAPHNE LAUREOLA,DAPHNE,,laureola,NA,NA,,,kew-2757056,TRUE,1.1,Accepted,Thymelaeaceae,Daphne,,laureola,,,L.,kew-2757056,Accepted,FALSE,FALSE,FALSE,3/20/23
453,DAUCUS CAROTA,DAUCUS,,carota,NA,NA,,,kew-2757936,TRUE,1.1,Accepted,Apiaceae,Daucus,,carota,,,L.,kew-2757936,Accepted,FALSE,FALSE,FALSE,3/20/23
454,DAUCUS GLOCHIDIATUS,DAUCUS,,glochidiatus,NA,NA,,,kew-2758016,TRUE,1.1,Accepted,Apiaceae,Daucus,,glochidiatus,,,"(Labill.) Fisch., C.A.Mey. & Avé-Lall.",kew-2758016,Accepted,FALSE,FALSE,FALSE,3/20/23
455,DELPHINIUM CAROLINIANUM,DELPHINIUM,,carolinianum,NA,NA,,,kew-2759562,TRUE,1.1,Accepted,Ranunculaceae,Delphinium,,carolinianum,,,Walter,kew-2759562,Accepted,FALSE,FALSE,FALSE,3/20/23
456,DELPHINIUM MENZIESII,DELPHINIUM,,menziesii,NA,NA,,,kew-2760052,TRUE,1.1,Accepted,Ranunculaceae,Delphinium,,menziesii,,,DC.,kew-2760052,Accepted,FALSE,FALSE,FALSE,3/20/23
457,DESCHAMPSIA CESPITOSA,DESCHAMPSIA,,cespitosa,NA,NA,,,kew-407579,TRUE,1.1,Accepted,Poaceae,Deschampsia,,cespitosa,,,(L.) P.Beauv.,kew-407579,Accepted,FALSE,FALSE,FALSE,3/20/23
458,DESCHAMPSIA FLEXUOSA,DESCHAMPSIA,,flexuosa,NA,NA,,,kew-407693,TRUE,1.1,Accepted,Poaceae,Deschampsia,,flexuosa,,,(L.) Trin.,kew-407693,Accepted,FALSE,FALSE,FALSE,3/20/23
459,DESCURAINIA PINNATA,DESCURAINIA,,pinnata,NA,NA,,,kew-2761807,TRUE,1.1,Accepted,Brassicaceae,Descurainia,,pinnata,,,(Walter) Britton,kew-2761807,Accepted,FALSE,FALSE,FALSE,3/20/23
460,DESCURAINIA SOPHIA,DESCURAINIA,,sophia,NA,NA,,,kew-2761851,TRUE,1.1,Accepted,Brassicaceae,Descurainia,,sophia,,,(L.) Webb ex Prantl,kew-2761851,Accepted,FALSE,FALSE,FALSE,3/20/23
461,DESMANTHUS ACUMINATUS,DESMANTHUS,,acuminatus,NA,NA,,,ild-13084,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,acuminatus,,,Benth.,ild-13084,Accepted,FALSE,FALSE,FALSE,3/20/23
462,DESMANTHUS COOLEYI,DESMANTHUS,,cooleyi,NA,NA,,,ild-16514,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,cooleyi,,,(Eaton) Trel.,ild-16514,Accepted,FALSE,FALSE,FALSE,3/20/23
463,DESMANTHUS ILLINOENSIS,DESMANTHUS,,illinoensis,NA,NA,,,ild-39052,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,illinoensis,,,(Michx.) MacMill.,ild-39052,Accepted,FALSE,FALSE,FALSE,3/20/23
464,DESMANTHUS VIRGATUS,DESMANTHUS,,virgatus,NA,NA,,,ild-22,TRUE,1.1,Accepted,Leguminosae,Desmanthus,,virgatus,,,(L.) Willd.,ild-22,Accepted,FALSE,FALSE,FALSE,3/20/23
465,DESMODIUM HETEROCARPON,DESMODIUM,,heterocarpon,NA,NA,,,ild-2331,TRUE,1.1,Accepted,Leguminosae,Desmodium,,heterocarpon,,,(L.) DC.,ild-2331,Accepted,FALSE,FALSE,FALSE,3/20/23
466,DESMODIUM ILLINOENSE,DESMODIUM,,illinoense,NA,NA,,,ild-16581,TRUE,1.1,Accepted,Leguminosae,Desmodium,,illinoense,,,A.Gray,ild-16581,Accepted,FALSE,FALSE,FALSE,3/20/23
467,DESMODIUM INCANUM,DESMODIUM,,incanum,NA,NA,,,ild-30201,TRUE,1.1,Accepted,Leguminosae,Desmodium,,incanum,,,DC.,ild-30201,Accepted,FALSE,FALSE,FALSE,3/20/23
468,DESMODIUM PANICULATUM,DESMODIUM,,paniculatum,NA,NA,,,ild-16780,TRUE,1.1,Accepted,Leguminosae,Desmodium,,paniculatum,,,(L.) DC.,ild-16780,Accepted,FALSE,FALSE,FALSE,3/20/23
469,DESMODIUM ROTUNDIFOLIUM,DESMODIUM,,rotundifolium,NA,NA,,,ild-16642,TRUE,1.1,Accepted,Leguminosae,Desmodium,,rotundifolium,,,(Michx.) DC.,ild-16642,Accepted,FALSE,FALSE,FALSE,3/20/23
470,DESMODIUM TORTUOSUM,DESMODIUM,,tortuosum,NA,NA,,,ild-2356,TRUE,1.1,Accepted,Leguminosae,Desmodium,,tortuosum,,,(Sw.) DC.,ild-2356,Accepted,FALSE,FALSE,FALSE,3/20/23
471,DIANTHUS SEROTINUS,DIANTHUS,,serotinus,NA,NA,,,kew-2764900,TRUE,1.1,Accepted,Caryophyllaceae,Dianthus,,serotinus,,,Waldst. & Kit.,kew-2764900,Accepted,FALSE,FALSE,FALSE,3/20/23
472,DIAPERIA PROLIFERA,DIAPERIA,,prolifera,NA,NA,,,gcc-16653,TRUE,1.1,Accepted,Compositae,Diaperia,,prolifera,,,(Nutt. ex DC.) Nutt.,gcc-16653,Accepted,FALSE,FALSE,FALSE,3/20/23
473,DICHANTHELIUM LAXIFLORUM,DICHANTHELIUM,,laxiflorum,NA,NA,,,kew-408514,TRUE,1.1,Synonym,Poaceae,Panicum,,laxiflorum,,,Lam.,kew-428971,Accepted,FALSE,FALSE,FALSE,3/20/23
474,DICHANTHELIUM OLIGOSANTHES,DICHANTHELIUM,,oligosanthes,NA,NA,,,kew-408534,TRUE,1.1,Synonym,Poaceae,Panicum,,oligosanthes,,,Schult.,kew-429545,Accepted,FALSE,FALSE,FALSE,3/20/23
475,DICHELACHNE CRINITA,DICHELACHNE,,crinita,NA,NA,,,kew-408675,TRUE,1.1,Accepted,Poaceae,Dichelachne,,crinita,,,(L.f.) Hook.f.,kew-408675,Accepted,FALSE,FALSE,FALSE,3/20/23
476,DICHELOSTEMMA CAPITATUM,DICHELOSTEMMA,,capitatum,NA,NA,,,kew-304178,TRUE,1.1,Accepted,Asparagaceae,Dichelostemma,,capitatum,,,(Benth.) Alph.Wood,kew-304178,Accepted,FALSE,FALSE,FALSE,3/20/23
477,DICHONDRA CAROLINENSIS,DICHONDRA,,carolinensis,NA,NA,,,tro-8501565,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,carolinensis,,,Michx.,tro-8501565,Accepted,FALSE,FALSE,FALSE,3/20/23
478,DICHONDRA MACROCALYX,DICHONDRA,,macrocalyx,NA,NA,,,tro-8500191,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,macrocalyx,,,Meisn.,tro-8500191,Accepted,FALSE,FALSE,FALSE,3/20/23
479,DICHONDRA MICROCALYX,DICHONDRA,,microcalyx,NA,NA,,,tro-8502333,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,microcalyx,,,(Hallier f.) Fabris,tro-8502333,Accepted,FALSE,FALSE,FALSE,3/20/23
480,DICHONDRA SERICEA,DICHONDRA,,sericea,NA,NA,,,tro-8500776,TRUE,1.1,Accepted,Convolvulaceae,Dichondra,,sericea,,,Sw.,tro-8500776,Accepted,FALSE,FALSE,FALSE,3/20/23
481,DICHOPOGON STRICTUS,DICHOPOGON,,strictus,NA,NA,,,kew-304199,TRUE,1.1,Accepted,Asparagaceae,Dichopogon,,strictus,,,(R.Br.) Baker,kew-304199,Accepted,FALSE,FALSE,FALSE,3/20/23
482,DICLIS REPTANS,DICLIS,,reptans,NA,NA,,,kew-2766759,TRUE,1.1,Accepted,Scrophulariaceae,Diclis,,reptans,,,Benth.,kew-2766759,Accepted,FALSE,FALSE,FALSE,3/20/23
483,DICRANUM SCOPARIUM,DICRANUM,,scoparium,NA,NA,,,tro-35124149,TRUE,1.1,Accepted,Dicranaceae,Dicranum,,scoparium,,,Hedw.,tro-35124149,Accepted,FALSE,FALSE,FALSE,3/20/23
484,DIGITARIA BICORNIS,DIGITARIA,,bicornis,NA,NA,,,kew-408799,TRUE,1.1,Accepted,Poaceae,Digitaria,,bicornis,,,(Lam.) Roem. & Schult.,kew-408799,Accepted,FALSE,FALSE,FALSE,3/20/23
485,DIGITARIA CALIFORNICA,DIGITARIA,,californica,NA,NA,,,kew-408832,TRUE,1.1,Accepted,Poaceae,Digitaria,,californica,,,(Benth.) Henrard,kew-408832,Accepted,FALSE,FALSE,FALSE,3/20/23
486,DIGITARIA CILIARIS,DIGITARIA,,ciliaris,NA,NA,,,kew-408848,TRUE,1.1,Accepted,Poaceae,Digitaria,,ciliaris,,,(Retz.) Koeler,kew-408848,Accepted,FALSE,FALSE,FALSE,3/20/23
487,DIGITARIA COGNATA,DIGITARIA,,cognata,NA,NA,,,kew-408867,TRUE,1.1,Accepted,Poaceae,Digitaria,,cognata,,,(Schult.) Pilg.,kew-408867,Accepted,FALSE,FALSE,FALSE,3/20/23
488,DIGITARIA FILIFORMIS,DIGITARIA,,filiformis,NA,NA,,,kew-408989,TRUE,1.1,Accepted,Poaceae,Digitaria,,filiformis,,,(L.) Koeler,kew-408989,Accepted,FALSE,FALSE,FALSE,3/20/23
489,DIGITARIA VIOLASCENS,DIGITARIA,,violascens,NA,NA,,,kew-409520,TRUE,1.1,Accepted,Poaceae,Digitaria,,violascens,,,Link,kew-409520,Accepted,FALSE,FALSE,FALSE,3/20/23
490,DIHETEROPOGON AMPLECTENS,DIHETEROPOGON,,amplectens,NA,NA,,,kew-409547,TRUE,1.1,Accepted,Poaceae,Diheteropogon,,amplectens,,,(Nees) Clayton,kew-409547,Accepted,FALSE,FALSE,FALSE,3/20/23
491,DIODELLA APICULATA,DIODELLA,,apiculata,NA,NA,,,kew-332572,TRUE,1.1,Accepted,Rubiaceae,Diodella,,apiculata,,,(Willd. ex Roem. & Schult.) Delprete,kew-332572,Accepted,FALSE,FALSE,FALSE,3/20/23
492,DIODIA TERES,DIODIA,,teres,NA,NA,,,kew-62077,TRUE,1.1,Synonym,Rubiaceae,Diodella,,teres,,,(Walter) Small,kew-61950,Accepted,FALSE,FALSE,FALSE,3/20/23
493,DIOSPYROS VIRGINIANA,DIOSPYROS,,virginiana,NA,NA,,,kew-2770719,TRUE,1.1,Accepted,Ebenaceae,Diospyros,,virginiana,,,L.,kew-2770719,Accepted,FALSE,FALSE,FALSE,3/20/23
494,DIPCADI VIRIDE,DIPCADI,,viride,NA,NA,,,kew-304391,TRUE,1.1,Accepted,Asparagaceae,Dipcadi,,viride,,,(L.) Moench,kew-304391,Accepted,FALSE,FALSE,FALSE,3/20/23
495,DIPLOTAXIS TENUIFOLIA,DIPLOTAXIS,,tenuifolia,NA,NA,,,kew-2771347,TRUE,1.1,Accepted,Brassicaceae,Diplotaxis,,tenuifolia,,,(L.) DC.,kew-2771347,Accepted,FALSE,FALSE,FALSE,3/20/23
496,DISTICHLIS distichophylla,DISTICHLIS,,distichophylla,NA,NA,,,kew-409950,TRUE,1.1,Accepted,Poaceae,Distichlis,,distichophylla,,,(Labill.) Fassett,kew-409950,Accepted,FALSE,FALSE,FALSE,3/20/23
497,DODECATHEON HENDERSONII,DODECATHEON,,hendersonii,NA,NA,,,kew-2773689,TRUE,1.1,Accepted,Primulaceae,Dodecatheon,,hendersonii,,,A.Gray,kew-2773689,Accepted,FALSE,FALSE,FALSE,3/20/23
498,DORYCNIUM HIRSUTUM,DORYCNIUM,,hirsutum,NA,NA,,,ild-7216,TRUE,1.1,Accepted,Leguminosae,Dorycnium,,hirsutum,,,(L.) Ser.,ild-7216,Accepted,FALSE,FALSE,FALSE,3/20/23
499,DORYCNIUM PENTAPHYLLUM,DORYCNIUM,,pentaphyllum,NA,NA,,,ild-7219,TRUE,1.1,Accepted,Leguminosae,Dorycnium,,pentaphyllum,,,Scop.,ild-7219,Accepted,FALSE,FALSE,FALSE,3/20/23
500,DRABA VERNA,DRABA,,verna,NA,NA,,,kew-2777499,TRUE,1.1,Synonym,Brassicaceae,Erophila,,verna,,,(L.) DC.,kew-2798608,Accepted,FALSE,FALSE,FALSE,3/20/23
501,DROSERA ABERRANS,DROSERA,,aberrans,NA,NA,,,kew-372599,TRUE,1.1,Accepted,Droseraceae,Drosera,,aberrans,,,(Lowrie & Carlquist) Lowrie & Conran,kew-372599,Accepted,FALSE,FALSE,FALSE,3/20/23
502,DROSERA GLANDULIGERA,DROSERA,,glanduligera,NA,NA,,,kew-64363,TRUE,1.1,Accepted,Droseraceae,Drosera,,glanduligera,,,Lehm.,kew-64363,Accepted,FALSE,FALSE,FALSE,3/20/23
503,DROSERA HOOKERI,DROSERA,,hookeri,NA,NA,,,kew-466958,TRUE,1.1,Accepted,Droseraceae,Drosera,,hookeri,,,"R.P.Gibson, B.J.Conn & Conran",kew-466958,Accepted,FALSE,FALSE,FALSE,3/20/23
504,ECHINOMASTUS INTERTEXTUS,ECHINOMASTUS,,intertextus,NA,NA,,,kew-2783127,TRUE,1.1,Unresolved,Cactaceae,Echinomastus,,intertextus,,,(Engelm.) Britton & Rose,kew-2783127,Unresolved,FALSE,FALSE,FALSE,3/20/23
505,ECHINOPS SPHAEROCEPHALUS,ECHINOPS,,sphaerocephalus,NA,NA,,,gcc-33610,TRUE,1.1,Accepted,Compositae,Echinops,,sphaerocephalus,,,L.,gcc-33610,Accepted,FALSE,FALSE,FALSE,3/20/23
506,ECHINOPSIS CHILOENSIS,ECHINOPSIS,,chiloensis,NA,NA,,,kew-2783340,TRUE,1.1,Accepted,Cactaceae,Echinopsis,,chiloensis,,,(Colla) Friedrich & G.D.Rowley,kew-2783340,Accepted,FALSE,FALSE,FALSE,3/20/23
507,ECHIUM VULGARE,ECHIUM,,vulgare,NA,NA,,,kew-2784423,TRUE,1.1,Accepted,Boraginaceae,Echium,,vulgare,,,L.,kew-2784423,Accepted,FALSE,FALSE,FALSE,3/20/23
508,EHRHARTA STIPOIDES,EHRHARTA,,stipoides,NA,NA,,,kew-410556,TRUE,1.1,Accepted,Poaceae,Ehrharta,,stipoides,,,Labill.,kew-410556,Accepted,FALSE,FALSE,FALSE,3/20/23
509,ELEOCHARIS BONARIENSIS,ELEOCHARIS,,bonariensis,NA,NA,,,kew-242353,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,,bonariensis,,,Nees,kew-242353,Accepted,FALSE,FALSE,FALSE,3/20/23
510,ELEOCHARIS VIRIDANS,ELEOCHARIS,,viridans,NA,NA,,,kew-242980,TRUE,1.1,Accepted,Cyperaceae,Eleocharis,,viridans,,,Kük. ex Osten,kew-242980,Accepted,FALSE,FALSE,FALSE,3/20/23
511,ELEPHANTOPUS HIRTIFLORUS,ELEPHANTOPUS,,hirtiflorus,NA,NA,,,gcc-48142,TRUE,1.1,Accepted,Compositae,Elephantopus,,hirtiflorus,,,DC.,gcc-48142,Accepted,FALSE,FALSE,FALSE,3/20/23
512,ELEPHANTOPUS MOLLIS,ELEPHANTOPUS,,mollis,NA,NA,,,gcc-112146,TRUE,1.1,Accepted,Compositae,Elephantopus,,mollis,,,Kunth,gcc-112146,Accepted,FALSE,FALSE,FALSE,3/20/23
513,ELEUSINE INDICA,ELEUSINE,,indica,NA,NA,,,kew-410636,TRUE,1.1,Accepted,Poaceae,Eleusine,,indica,,,(L.) Gaertn.,kew-410636,Accepted,FALSE,FALSE,FALSE,3/20/23
514,ELYMUS ELYMOIDES,ELYMUS,,elymoides,NA,NA,,,kew-411127,TRUE,1.1,Accepted,Poaceae,Elymus,,elymoides,,,(Raf.) Swezey,kew-411127,Accepted,FALSE,FALSE,FALSE,3/20/23
515,ELYMUS GLAUCUS,ELYMUS,,glaucus,NA,NA,,,kew-411188,TRUE,1.1,Accepted,Poaceae,Elymus,,glaucus,,,Buckley,kew-411188,Accepted,FALSE,FALSE,FALSE,3/20/23
516,ELYMUS LANCEOLATUS,ELYMUS,,lanceolatus,NA,NA,,,kew-411304,TRUE,1.1,Accepted,Poaceae,Elymus,,lanceolatus,,,(Scribn. & J.G.Sm.) Gould,kew-411304,Accepted,FALSE,FALSE,FALSE,3/20/23
517,ELYMUS REPENS,ELYMUS,,repens,NA,NA,,,kew-411505,TRUE,1.1,Accepted,Poaceae,Elymus,,repens,,,(L.) Gould,kew-411505,Accepted,FALSE,FALSE,FALSE,3/20/23
518,ELYMUS SMITHII,ELYMUS,,smithii,NA,NA,,,kew-411583,TRUE,1.1,Accepted,Poaceae,Elymus,,smithii,,,(Rydb.) Gould,kew-411583,Accepted,FALSE,FALSE,FALSE,3/20/23
519,ELYMUS SPICATUS,ELYMUS,,spicatus,NA,NA,,,kew-411587,TRUE,1.1,Accepted,Poaceae,Elymus,,spicatus,,,(Pursh) Gould,kew-411587,Accepted,FALSE,FALSE,FALSE,3/20/23
520,ELYMUS TRACHYCAULUS,ELYMUS,,trachycaulus,NA,NA,,,kew-411630,TRUE,1.1,Accepted,Poaceae,Elymus,,trachycaulus,,,(Link) Gould ex Shinners,kew-411630,Accepted,FALSE,FALSE,FALSE,3/20/23
521,EMEX AUSTRALIS,EMEX,,australis,NA,NA,,,kew-2788376,TRUE,1.1,Accepted,Polygonaceae,Emex,,australis,,,Steinh.,kew-2788376,Accepted,FALSE,FALSE,FALSE,3/20/23
522,EMPETRUM NIGRUM,EMPETRUM,,nigrum,NA,NA,,,kew-2788473,TRUE,1.1,Accepted,Ericaceae,Empetrum,,nigrum,,,L.,kew-2788473,Accepted,FALSE,FALSE,FALSE,3/20/23
523,ENCELIA CANESCENS,ENCELIA,,canescens,NA,NA,,,gcc-91930,TRUE,1.1,Accepted,Compositae,Encelia,,canescens,,,Lam.,gcc-91930,Accepted,FALSE,FALSE,FALSE,3/20/23
