,Taxon,X.x,site_code,n_treat_years,sum.ctrl.cover,mean.ctrl.cover,sum.drt.cover,mean.drt.cover,sum.cover.response,mean.cover.response,X.y,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group
345,LEPIDOSPERMA CONGESTUM,3414,jilpanger.au,1,1,0.5,1.5,0.5,0.5,0,558,NA,0.5,NA,2.737,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
346,LESPEDEZA CAPITATA,1667,cedartrait.us,1,14,2.333333333,11,2.75,-3,0.416666667,560,19.09948702,0.842,31.172408,12.45020289,0.4572,0.228401178,79.00332954,0.333275,FORB,PERENNIAL,LEGUME
347,LEUCANTHEMOPSIS ALPINA,5285,passogavia.it,1,4.22,0.844,2.3,0.46,-1.92,-0.384,564,26,0.035,NA,15.775,0.126,NA,NA,0.83,FORB,PERENNIAL,FORB
348,LEUCANTHEMUM VULGARE,5572,rhijn.nl,1,1,1,1,1,0,0,565,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,FORB,PERENNIAL,FORB
349,LEUCANTHEMUM VULGARE,89,allmendb.ch,1,2.75,1.375,3,1.5,0.25,0.125,565,30.26796208,0.53192,9.640667198,17.80983272,0.2032,0.178238532,205.5962002,0.23427,FORB,PERENNIAL,FORB
350,LIATRIS ASPERA,1671,cedartrait.us,1,59,8.428571429,59,11.8,0,3.371428571,569,12.33641253,0.68,20.498833,17.00092904,NA,0.135313282,193.6403191,0.335858333,FORB,PERENNIAL,FORB
351,LIATRIS PUNCTATA,811,bfl.us,1,41,13.66666667,23,11.5,-18,-2.166666667,572,16.817,0.6096,NA,9.8333502,0.3556,0.16753096,118.8077502,0.3044,FORB,PERENNIAL,FORB
352,LIATRIS PUNCTATA,1522,cdpt_drt.us,1,0.5,0.5,1,1,0.5,0.5,572,16.817,0.6096,NA,9.8333502,0.3556,0.16753096,118.8077502,0.3044,FORB,PERENNIAL,FORB
353,LIATRIS SQUARROSA,4804,oklah.us,1,1,0.5,3.5,1.75,2.5,1.25,573,22.06384,0.4548,NA,16.33650548,0.67,NA,NA,NA,FORB,PERENNIAL,FORB
354,LIGUSTICUM MUTELLINA,5289,passogavia.it,1,24,12,46,46,22,34,574,21.8,0.28,NA,24.9616,0.68,NA,NA,NA,FORB,PERENNIAL,FORB
359,LITHOSPERMUM CANESCENS,1585,cedarsav.us,1,9,3,13,4.333333333,4,1.333333333,585,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,FORB,PERENNIAL,FORB
360,LITHOSPERMUM CANESCENS,1341,brookdale.ca,1,3,1,1.666666667,1.666666667,-1.333333333,0.666666667,585,18.9752,0.282,NA,14.43083537,NA,NA,NA,NA,FORB,PERENNIAL,FORB
361,LITHOSPERMUM INCISUM,1524,cdpt_drt.us,1,11,2.75,13,2.166666667,2,-0.583333333,586,26.9,0.2176,NA,12.77,NA,NA,NA,NA,FORB,PERENNIAL,FORB
362,LITHOSPERMUM INCISUM,4505,mattheis.ca,1,11,5.5,20,10,9,4.5,586,26.9,0.2176,NA,12.77,NA,NA,NA,NA,FORB,PERENNIAL,FORB
363,LOLIUM PERENNE,3279,jenadrt.de,1,110,36.66666667,142,47.33333333,32,10.66666667,589,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,GRASS,PERENNIAL,GRASS
366,LOLIUM PERENNE,6317,validate.fr,1,79,15.8,35.1,7.02,-43.9,-8.78,589,19.23,0.429,9.7,18.31,0.254,0.104845371,220.8471095,0.1,GRASS,PERENNIAL,GRASS
367,LOMANDRA NANA,3420,jilpanger.au,1,1,0.5,2,0.666666667,1,0.166666667,591,NA,0.17,NA,5.237313,NA,NA,NA,NA,FORB,PERENNIAL,FORB
368,LOTUS CORNICULATUS,97,allmendb.ch,1,2.75,0.916666667,4,1.333333333,1.25,0.416666667,594,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,FORB,PERENNIAL,LEGUME
369,LOTUS CORNICULATUS,6370,yarradrt.au,1,2,2,1,1,-1,-1,594,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,FORB,PERENNIAL,LEGUME
370,LOTUS CORNICULATUS,243,allmendo.ch,1,1.25,0.625,0.75,0.375,-0.5,-0.25,594,32.37274407,0.357339206,21.21401,21.71513633,0.3556,0.12871093,104.3277979,0.351194598,FORB,PERENNIAL,LEGUME
371,LOTUS GLABER,1963,chilcasdrt.ar,1,7.75,2.583333333,6,3,-1.75,0.416666667,595,NA,0.75,NA,25.91,NA,NA,NA,0.71,LEGUME,PERENNIAL,LEGUME
372,LUZULA CAMPESTRIS,655,bayrdrt.de,1,0.1,0.1,2,2,1.9,1.9,599,NA,0.205,NA,23.94844812,0.21,0.333333333,551.1830025,0.145733333,GRASS,PERENNIAL,GRAMINOID
373,LUZULA MULTIFLORA,2641,elvadrt.ee,1,6,2,9,3,3,1,601,25.54618746,0.2110425,5.237476541,25.53913437,NA,NA,132.06,NA,GRASS,PERENNIAL,GRAMINOID
374,LYSIMACHIA EUROPAEA,4147,lygraint.no,1,4,2,2,1,-2,-1,607,32.8,0.09,NA,51,NA,NA,NA,NA,FORB,PERENNIAL,FORB
375,MACHAERANTHERA PINNATIFIDA,1526,cdpt_drt.us,1,0.6,0.3,0.1,0.1,-0.5,-0.2,610,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,FORB,PERENNIAL,FORB
376,MACHAERANTHERA PINNATIFIDA,5999,sevmixed.us,1,1.5,0.5,1,0.5,-0.5,0,610,NA,NA,NA,14.18259087,1.335,NA,9.58714,0.248,FORB,PERENNIAL,FORB
383,MICROSERIS SCAPIGERA,3422,jilpanger.au,1,1,0.5,0.5,0.5,-0.5,0,625,NA,0.36,NA,35.23,NA,NA,NA,NA,FORB,PERENNIAL,FORB
386,MOLINIA CAERULEA,4150,lygraint.no,1,1,1,6,6,5,5,631,19.7245873,0.699125,8.366751778,17.87260174,0.8,NA,56.8752851,0.269333333,GRASS,PERENNIAL,GRASS
387,MOLINIA CAERULEA,4246,lygraold.no,1,8,8,3,1.5,-5,-6.5,631,19.7245873,0.699125,8.366751778,17.87260174,0.8,NA,56.8752851,0.269333333,GRASS,PERENNIAL,GRASS
388,MONARDA FISTULOSA,1679,cedartrait.us,1,2,2,8,8,6,6,632,11.29051118,0.662,17.87547,26.21085308,0.1016,0.27,93.37285277,0.28925,FORB,PERENNIAL,FORB
389,MUHLENBERGIA ARENICOLA,5985,sevblack.us,1,2,1,1,1,-1,0,637,NA,NA,NA,14.31621017,NA,NA,139.5016,0.034,GRASS,PERENNIAL,GRASS
390,NASSELLA NEESIANA,4590,naposta.ar,1,150,50,110,36.66666667,-40,-13.33333333,647,14.2304221,0.8,NA,16,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
391,NASSELLA TRICHOTOMA,4594,naposta.ar,1,60,20,50,25,-10,5,649,NA,0.7,NA,11.297312,NA,NA,NA,0.77666667,GRASS,PERENNIAL,GRASS
392,NASSELLA VIRIDULA,3684,kernnu.ca,1,2,2,1,1,-1,-1,650,12.6088734,0.6096,NA,10.77,0.3556,0.517363388,54.89286067,0.23675,GRAMINOID,PERENNIAL,GRASS
393,NASSELLA VIRIDULA,4454,matador.ca,1,68,22.66666667,56,18.66666667,-12,-4,650,12.6088734,0.6096,NA,10.77,0.3556,0.517363388,54.89286067,0.23675,GRAMINOID,PERENNIAL,GRASS
394,NEOTTIA OVATA,5369,pineta.es,1,3,3,7,1.75,4,-1.25,652,NA,0.32,NA,30.18571429,NA,NA,NA,NA,FORB,PERENNIAL,FORB
395,NEURACHNE ALOPECUROIDEA,3428,jilpanger.au,1,2,0.666666667,20,6.666666667,18,6,654,NA,0.5,NA,7.6793,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
396,NOTICASTRUM SERICEUM,6130,spvdrt.ar,1,1,1,8,4,7,3,656,30.175,NA,NA,36.99,NA,NA,NA,NA,FORB,PERENNIAL,FORB
397,OREOCHLOA DISTICHA,5299,passogavia.it,1,11,5.5,0.55,0.275,-10.45,-5.225,661,22,0.115,NA,9.2,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
398,OXALIS DILLENII,6058,slp.us,1,1,1,5,2.5,4,1.5,666,NA,0.188478161,NA,41.82566697,NA,NA,NA,NA,FORB,PERENNIAL,FORB
399,OXALIS STRICTA,4811,oklah.us,1,1,0.5,1,0.5,0,0,668,23.5,0.4,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
400,OXALIS STRICTA,3937,konzadrt.us,1,2,1,1.2,0.4,-0.8,-0.6,668,23.5,0.4,NA,NA,NA,NA,NA,NA,FORB,PERENNIAL,FORB
401,PANICUM ACUMINATUM,1593,cedarsav.us,1,3,3,4,4,1,1,671,17.50836364,0.238666667,NA,21.67056595,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
403,PANICUM VIRGATUM,1686,cedartrait.us,1,1,1,4,4,3,3,681,13.38217228,0.926,7.8,29.26984617,0.075,0.32898758,120.510799,0.39,GRASS,PERENNIAL,GRASS
404,PAPPOPHORUM CAESPITOSUM,4600,naposta.ar,1,5,5,10,10,5,5,682,20.7,0.42,NA,10.705,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
405,PAPPOSTIPA SPECIOSA,6141,spvdrt.ar,1,3,1.5,4,1.333333333,1,-0.166666667,685,NA,0.6096,NA,4.202740187,0.254,NA,NA,NA,GRASS,PERENNIAL,GRASS
406,PARTHENIUM INTEGRIFOLIUM,5647,sand.us,1,4,4,5,5,1,1,686,15.3,0.7746,NA,10.84,1.8,NA,NA,NA,FORB,PERENNIAL,FORB
407,PASCOPYRUM SMITHII,4459,matador.ca,1,11,3.666666667,16,5.333333333,5,1.666666667,687,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,GRAMINOID,PERENNIAL,GRASS
408,PASCOPYRUM SMITHII,3773,kinsella.ca,1,105,21,105,21,0,0,687,16.774,0.525,11.28,12.75359048,1.703333,0.206075395,21.32212,0.175766667,GRAMINOID,PERENNIAL,GRASS
409,PASPALUM DILATATUM,1981,chilcasdrt.ar,1,63.5,15.875,62.5,15.625,-1,-0.25,690,17.4533552,0.4722,8.133333333,16.30478,0.1524,0.102,18.37,NA,GRASS,PERENNIAL,GRASS
410,PASPALUM VAGINATUM,1987,chilcasdrt.ar,1,0.25,0.25,0.25,0.25,0,0,694,3.6045301,0.03048,15.6,10.41,0.1524,NA,NA,NA,GRASS,PERENNIAL,GRASS
411,PELARGONIUM RODNEYANUM,3430,jilpanger.au,1,1,0.5,1,1,0,0.5,702,NA,0.4,NA,16.370301,NA,NA,NA,NA,FORB,PERENNIAL,FORB
412,PERSICARIA VIVIPARA,5303,passogavia.it,1,2.1,1.05,0.1,0.1,-2,-0.95,709,21.5,0.283,NA,22,NA,NA,NA,NA,FORB,PERENNIAL,FORB
413,PHALARIS ARUNDINACEA,6195,teshio.jp,1,50,25,25,12.5,-25,-12.5,712,27.64461715,1.564054762,NA,21.45431499,0.3556,0.181670595,159.3597052,0.252341667,GRASS,PERENNIAL,GRASS
414,PHLEUM PRATENSE,660,bayrdrt.de,1,5,5,23,7.666666667,18,2.666666667,716,18.59699785,0.844195238,9.9,23.72403526,0.254,0.155576899,393.5587203,0.133333333,GRASS,PERENNIAL,GRASS
415,PHLOX HOODII,4978,oreaa.us,1,7,3.5,6.5,1.625,-0.5,-1.875,717,23.27,0.02825,NA,13.95070877,0.54,0.180454545,107.0545926,0.2647,FORB,PERENNIAL,FORB
416,PHRAGMITES AUSTRALIS,6197,teshio.jp,1,130,65,75,37.5,-55,-27.5,719,25.29984195,NA,13.1,13.81737428,0.508,0.126872908,322.7959115,0.18602,GRASS,PERENNIAL,GRASS
417,PHYTEUMA HEMISPHAERICUM,5311,passogavia.it,1,12,2.4,11.5,2.3,-0.5,-0.1,725,27,0.1,NA,19.5,NA,NA,NA,NA,FORB,PERENNIAL,FORB
418,PICRIS HIERACIOIDES,503,baddrt.de,1,630,63,240,48,-390,-15,727,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,FORB,PERENNIAL,FORB
419,PICRIS HIERACIOIDES,3296,jenadrt.de,1,9,4.5,6.5,2.166666667,-2.5,-2.333333333,727,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,FORB,PERENNIAL,FORB
420,PILOSELLA PILOSELLOIDES,666,bayrdrt.de,1,3,1.5,50.1,25.05,47.1,23.55,729,NA,0.455,NA,27.17333333,NA,0.187679414,13.38170314,NA,FORB,PERENNIAL,FORB
421,PIMPINELLA SAXIFRAGA,249,allmendo.ch,1,7,2.333333333,6.5,2.166666667,-0.5,-0.166666667,732,21.22166667,0.445,3.322678571,21.46439541,NA,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB
422,PIMPINELLA SAXIFRAGA,104,allmendb.ch,1,7.5,2.5,7.25,2.416666667,-0.25,-0.083333333,732,21.22166667,0.445,3.322678571,21.46439541,NA,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB
423,PIMPINELLA SAXIFRAGA,5373,pineta.es,1,3.5,1.75,1.5,0.5,-2,-1.25,732,21.22166667,0.445,3.322678571,21.46439541,NA,0.315348446,149.6596103,0.228622222,FORB,PERENNIAL,FORB
424,PLANTAGO EURYPHYLLA,2897,falls.au,1,2,1,1,1,-1,0,739,45.18531954,0.03,NA,15.9845175,NA,NA,NA,NA,FORB,PERENNIAL,FORB
425,PLANTAGO LANCEOLATA,5582,rhijn.nl,1,35,5.833333333,12,4,-23,-1.833333333,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
426,PLANTAGO LANCEOLATA,108,allmendb.ch,1,0.25,0.25,2,1,1.75,0.75,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
427,PLANTAGO LANCEOLATA,5790,scruzh.us,1,23.9314175,11.96570875,22.2222222,22.2222222,-1.7091953,10.25651345,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
428,PLANTAGO LANCEOLATA,253,allmendo.ch,1,1.5,0.75,0.75,0.75,-0.75,0,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
429,PLANTAGO LANCEOLATA,507,baddrt.de,1,0.05,0.05,0.3,0.3,0.25,0.25,740,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,FORB,PERENNIAL,FORB
436,POA ALPINA,5315,passogavia.it,1,10,2,15.8,3.16,5.8,1.16,748,13,0.298831111,16.9,21.51150438,0.254,NA,292.2,0.26,GRASS,PERENNIAL,GRASS
437,POA ANGUSTIFOLIA,2655,elvadrt.ee,1,3,1,3,1.5,0,0.5,749,12.95,0.48,5.764,20.11666667,NA,0.316453559,NA,0.113446154,GRASS,PERENNIAL,GRASS
438,POA COMPRESSA,2763,esw.ca,1,11,5.5,6,3,-5,-2.5,751,13.678,0.2491,8.04,20.91883636,0.254,NA,54.78896667,0.53,GRASS,PERENNIAL,GRASS
439,POA HIEMATA,2899,falls.au,1,275,45.83333333,125,41.66666667,-150,-4.166666667,753,13.7803809,0.6,NA,3.35531,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
440,POA LANIGERA,4385,marcdrt.ar,1,20,10,11,2.75,-9,-7.25,755,NA,NA,NA,24,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
441,POA LIGULARIS,1851,chacra.ar,1,5,5,1,1,-4,-4,756,22.4,1.2,10.4,6.944926731,0.7,NA,NA,NA,GRASS,PERENNIAL,GRASS
442,POA PRATENSIS,3576,kernb.ca,1,68,22.66666667,55,18.33333333,-13,-4.333333333,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
443,POA PRATENSIS,3778,kinsella.ca,1,315,63,260,52,-55,-11,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
444,POA PRATENSIS,1698,cedartrait.us,1,33,4.125,13,2.6,-20,-1.525,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
445,POA PRATENSIS,3691,kernnu.ca,1,10,10,5,5,-5,-5,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
446,POA PRATENSIS,6323,validate.fr,1,109,21.8,69,13.8,-40,-8,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
447,POA PRATENSIS,2201,cowidrt.ca,1,19,3.8,14,2.8,-5,-1,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
448,POA PRATENSIS,3302,jenadrt.de,1,45,15,27,9,-18,-6,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
449,POA PRATENSIS,1347,brookdale.ca,1,32.75,6.55,31.25,6.25,-1.5,-0.3,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
450,POA PRATENSIS,1600,cedarsav.us,1,54,5.4,28,5.6,-26,0.2,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
451,POA PRATENSIS,675,bayrdrt.de,1,25,8.333333333,33,6.6,8,-1.733333333,757,14.974,0.291,9.46,24.13531364,0.254,0.107208566,49.82696,0.196318683,GRASS,PERENNIAL,GRASS
452,POA SECUNDA,5073,oreac.us,1,3.5,3.5,3.5,3.5,0,0,758,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS
453,POA SECUNDA,4713,octc.us,1,165.0442414,16.50442414,148.2465954,14.82465954,-16.797646,-1.6797646,758,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS
454,POA SECUNDA,4693,nplatte.us,1,2,2,2,2,0,0,758,16.12,0.42672,14.54,11.51,0.254,NA,197.6,NA,GRASS,PERENNIAL,GRASS
455,POA TRIVIALIS,513,baddrt.de,1,4.21,1.403333333,0.01,0.01,-4.2,-1.393333333,760,34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,NA,0.173758288,GRASS,PERENNIAL,GRASS
456,POA TRIVIALIS,3308,jenadrt.de,1,2.5,1.25,2,2,-0.5,0.75,760,34.02187304,0.640983219,31.34075583,38.18960088,0.3048,0.080269491,NA,0.173758288,GRASS,PERENNIAL,GRASS
457,POLYGALA VULGARIS,257,allmendo.ch,1,0.75,0.375,0.5,0.5,-0.25,0.125,767,NA,0.172916667,NA,19.02952398,0.481041171,NA,266.1555556,0.299934799,FORB,PERENNIAL,FORB
458,POLYGALA VULGARIS,112,allmendb.ch,1,6,2,4.25,1.416666667,-1.75,-0.583333333,767,NA,0.172916667,NA,19.02952398,0.481041171,NA,266.1555556,0.299934799,FORB,PERENNIAL,FORB
460,POTENTILLA ANSERINA,2661,elvadrt.ee,1,2,1,3,1,1,0,775,26.20897891,0.277222222,NA,17.47534074,0.43,0.65724825,NA,0.251204036,FORB,PERENNIAL,FORB
461,POTENTILLA ERECTA,4165,lygraint.no,1,8,2.666666667,7,2.333333333,-1,-0.333333333,777,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,0.205452517,FORB,PERENNIAL,FORB
462,POTENTILLA ERECTA,5376,pineta.es,1,3,3,3,3,0,0,777,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,0.205452517,FORB,PERENNIAL,FORB
463,POTENTILLA ERECTA,4261,lygraold.no,1,3,3,3,3,0,0,777,25.74581524,0.203633333,9.89,22.4188617,0.55,NA,362.7833333,0.205452517,FORB,PERENNIAL,FORB
464,POTENTILLA GRANDIFLORA,259,allmendo.ch,1,15.75,5.25,9.75,3.25,-6,-2,778,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB
465,POTENTILLA GRANDIFLORA,116,allmendb.ch,1,2.75,0.916666667,2,0.666666667,-0.75,-0.25,778,NA,NA,NA,39.1,NA,NA,NA,NA,FORB,PERENNIAL,FORB
466,POTENTILLA REPTANS,5591,rhijn.nl,1,32,8,45,22.5,13,14.5,779,24.6133503,0.274083333,NA,23.567332,NA,NA,NA,NA,FORB,PERENNIAL,FORB
467,PRIMULA GLUTINOSA,5323,passogavia.it,1,4.9,0.98,1.5,0.75,-3.4,-0.23,781,27,NA,NA,13.58757528,0.2515,NA,NA,NA,FORB,PERENNIAL,FORB
468,PRUNELLA VULGARIS,120,allmendb.ch,1,53.5,17.83333333,42.25,14.08333333,-11.25,-3.75,786,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB
469,PRUNELLA VULGARIS,263,allmendo.ch,1,23.75,7.916666667,12.5,4.166666667,-11.25,-3.75,786,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB
470,PRUNELLA VULGARIS,5596,rhijn.nl,1,3,1.5,4,2,1,0.5,786,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,FORB,PERENNIAL,FORB
471,PSEUDOROEGNERIA SPICATA,3095,hard.us,1,18,9,1,1,-17,-8,789,NA,0.267,NA,23.893,NA,0.153771092,103.8213416,0.237714286,GRASS,PERENNIAL,GRASS
472,PSORALIDIUM TENUIFLORUM,3945,konzadrt.us,1,50.1,10.02,74,14.8,23.9,4.78,792,24.275,0.056,NA,16.82,NA,0.43,NA,0.67,FORB,PERENNIAL,LEGUME
473,PSORALIDIUM TENUIFLORUM,1531,cdpt_drt.us,1,5,1.666666667,19.1,6.366666667,14.1,4.7,792,24.275,0.056,NA,16.82,NA,0.43,NA,0.67,FORB,PERENNIAL,LEGUME
474,PTERIDIUM AQUILINUM,5652,sand.us,1,64,21.33333333,9,4.5,-55,-16.83333333,793,21.68333333,NA,9.852689835,16.98656271,0.254,0.184848485,53.87484386,0.2511,FERN,PERENNIAL,FORB
476,RANUNCULUS ACRIS,687,bayrdrt.de,1,15.2,3.8,9,3,-6.2,-0.8,811,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB
477,RANUNCULUS ACRIS,2667,elvadrt.ee,1,6,2,6,2,0,0,811,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB
478,RANUNCULUS ACRIS,5599,rhijn.nl,1,15,3,6,3,-9,0,811,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,FORB,PERENNIAL,FORB
479,RANUNCULUS REPENS,6203,teshio.jp,1,7,7,5,5,-2,-2,813,23.05293867,0.369253333,9.982096286,29.1838443,0.1524,0.133080484,217.6519817,0.412452083,FORB,PERENNIAL,FORB
482,RATIBIDA COLUMNIFERA,4828,oklah.us,1,3.5,1.75,0.5,0.5,-3,-1.25,817,NA,0.94488,NA,22.85,0.3556,NA,56,0.66,FORB,PERENNIAL,FORB
486,ROMULEA ROSEA,3438,jilpanger.au,1,0.5,0.5,1,0.5,0.5,0,824,NA,0.4,NA,10.313611,NA,NA,NA,NA,GRASS,PERENNIAL,FORB
489,RUELLIA HUMILIS,3950,konzadrt.us,1,1,1,4,2,3,1,833,17,0.502906667,NA,12.07550636,0.1016,0.40803047,18.40109592,0.42,FORB,PERENNIAL,FORB
490,RUMEX ACETOSA,2673,elvadrt.ee,1,3,1,1,1,-2,0,834,40.4730773,0.63555,9.226533422,25.84234182,NA,0.252258472,161.1286432,0.240291458,FORB,PERENNIAL,FORB
491,RUMEX ACETOSA,5605,rhijn.nl,1,5,1.25,3,1.5,-2,0.25,834,40.4730773,0.63555,9.226533422,25.84234182,NA,0.252258472,161.1286432,0.240291458,FORB,PERENNIAL,FORB
492,RUMEX ACETOSELLA,2905,falls.au,1,5,0.833333333,1.5,0.75,-3.5,-0.083333333,835,34.93757406,0.235714286,18.76112,26.0517312,NA,0.166783945,NA,0.262467915,FORB,PERENNIAL,FORB
493,RUMEX CRISPUS,519,baddrt.de,1,5,5,0.5,0.5,-4.5,-4.5,836,28.64619072,0.846916667,3.807,NA,NA,0.330035336,154.3076856,0.17924,FORB,PERENNIAL,FORB
494,RYTIDOSPERMA CAESPITOSUM,2379,credom.au,1,2.5,0.625,1,0.5,-1.5,-0.125,838,NA,0.55,NA,9.440331,0.66,NA,168.7,0.271,GRASS,PERENNIAL,GRASS
495,RYTIDOSPERMA CAESPITOSUM,2292,credoj.au,1,4.5,1.125,7,2.333333333,2.5,1.208333333,838,NA,0.55,NA,9.440331,0.66,NA,168.7,0.271,GRASS,PERENNIAL,GRASS
496,SALVIA PRATENSIS,130,allmendb.ch,1,2.25,1.125,6.5,3.25,4.25,2.125,844,19.3,0.520833333,NA,24.4875,2.1,0.607186769,201.5307692,NA,FORB,PERENNIAL,FORB
497,SALVIA PRATENSIS,271,allmendo.ch,1,0.5,0.5,7.75,3.875,7.25,3.375,844,19.3,0.520833333,NA,24.4875,2.1,0.607186769,201.5307692,NA,FORB,PERENNIAL,FORB
500,SANGUISORBA MINOR,134,allmendb.ch,1,8,2.666666667,7.5,2.5,-0.5,-0.166666667,846,19.82857143,0.340136667,13.0925861,17.81475981,0.3048,0.290931094,118.7237432,0.4611271,FORB,PERENNIAL,FORB
501,SCABIOSA COLUMBARIA,279,allmendo.ch,1,0.5,0.25,3.25,1.625,2.75,1.375,849,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,FORB,PERENNIAL,FORB
502,SCABIOSA COLUMBARIA,138,allmendb.ch,1,7.75,2.583333333,3,1,-4.75,-1.583333333,849,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,FORB,PERENNIAL,FORB
505,SCHIZACHYRIUM SCOPARIUM,1706,cedartrait.us,1,91,10.11111111,18,6,-73,-4.111111111,853,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS
506,SCHIZACHYRIUM SCOPARIUM,834,bfl.us,1,18,9,6,6,-12,-3,853,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS
507,SCHIZACHYRIUM SCOPARIUM,4842,oklah.us,1,207.5,69.16666667,162.5,54.16666667,-45,-15,853,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS
508,SCHIZACHYRIUM SCOPARIUM,5661,sand.us,1,28,14,27,9,-1,-5,853,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS
509,SCHIZACHYRIUM SCOPARIUM,1613,cedarsav.us,1,165,20.625,85,17,-80,-3.625,853,9.196,0.5145,8.51,16.698695,0.3048,0.403212551,75.67983333,0.2,GRASS,PERENNIAL,GRASS
510,SCHOENUS APOGON,3440,jilpanger.au,1,2.5,0.625,1,0.5,-1.5,-0.125,854,NA,0.25,NA,10.042795,NA,NA,NA,NA,GRAMINOID,PERENNIAL,GRAMINOID
