,Taxon,X,site_code,n_treat_years,sum.ctrl.cover,mean.ctrl.cover,sum.drt.cover,mean.drt.cover,sum.cover.response,mean.cover.response,leafN.mg.g,height.m,rootN.mg.g,SLA_m2.kg,root.depth_m,RTD.g.cm3,SRL_m.g,rootDiam.mm,local_lifeform,local_lifespan,functional_group
659,TRIFOLIUM MACROCEPHALUM,4989,oreaa.us,1,1,1,3.5,3.5,2.5,2.5,NA,0.6096,NA,6.89,0.1524,NA,NA,1.85,FORB,PERENNIAL,LEGUME
660,TRIFOLIUM MONTANUM,155,allmendb.ch,1,1,1,0.25,0.25,-0.75,-0.75,34.121,0.306666667,NA,18.67023642,0.825,0.113646105,238.0656783,0.246975,FORB,PERENNIAL,LEGUME
661,TRIFOLIUM MONTANUM,296,allmendo.ch,1,2,0.666666667,0.5,0.5,-1.5,-0.166666667,34.121,0.306666667,NA,18.67023642,0.825,0.113646105,238.0656783,0.246975,FORB,PERENNIAL,LEGUME
662,TRIFOLIUM PRATENSE,5383,pineta.es,1,30.5,5.083333333,9.5,2.375,-21,-2.708333333,40.4444317,0.389308642,21.07704,27.55091965,0.3048,0.16269724,184.5175823,0.256183381,FORB,PERENNIAL,LEGUME
663,TRIFOLIUM PRATENSE,159,allmendb.ch,1,2,1,2.25,0.75,0.25,-0.25,40.4444317,0.389308642,21.07704,27.55091965,0.3048,0.16269724,184.5175823,0.256183381,FORB,PERENNIAL,LEGUME
664,TRIFOLIUM PRATENSE,5613,rhijn.nl,1,2,1,1,1,-1,0,40.4444317,0.389308642,21.07704,27.55091965,0.3048,0.16269724,184.5175823,0.256183381,FORB,PERENNIAL,LEGUME
665,TRIFOLIUM PRATENSE,2800,esw.ca,1,6,3,37,12.33333333,31,9.333333333,40.4444317,0.389308642,21.07704,27.55091965,0.3048,0.16269724,184.5175823,0.256183381,FORB,PERENNIAL,LEGUME
666,TRIFOLIUM REPENS,2699,elvadrt.ee,1,2,1,2,2,0,1,43.78354086,0.236251111,21.66035,26.94650771,0.3048,0.123144013,192.8045087,0.263218929,FORB,PERENNIAL,LEGUME
667,TRIFOLIUM REPENS,6210,teshio.jp,1,11,3.666666667,3,3,-8,-0.666666667,43.78354086,0.236251111,21.66035,26.94650771,0.3048,0.123144013,192.8045087,0.263218929,FORB,PERENNIAL,LEGUME
668,TRIFOLIUM REPENS,717,bayrdrt.de,1,5,5,2,2,-3,-3,43.78354086,0.236251111,21.66035,26.94650771,0.3048,0.123144013,192.8045087,0.263218929,FORB,PERENNIAL,LEGUME
669,TRIODIA BASEDOWII,2861,ethadn.au,1,148,49.33333333,148,49.33333333,0,0,6.4,1.3,NA,2.93,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
670,TRIODIA BASEDOWII,2839,ethadb.au,1,108,36,63,31.5,-45,-4.5,6.4,1.3,NA,2.93,NA,NA,NA,NA,GRASS,PERENNIAL,GRASS
671,TRISETUM FLAVESCENS,6335,validate.fr,1,14,3.5,33.2,8.3,19.2,4.8,27.09907954,0.532263158,8.795034255,22.11711414,0.44,0.166445278,447.4973772,0.175392308,GRASS,PERENNIAL,GRASS
672,TRISETUM SPICATUM,2911,falls.au,1,1,0.5,1,1,0,0.5,NA,0.32706,NA,21.1,0.3048,NA,NA,0.24,GRASS,PERENNIAL,GRASS
673,ULEX PARVIFLORUS,427,ayora.es,1,249,41.5,80,26.66666667,-169,-14.83333333,14.1,1.315,NA,4.82,1.5,0.71673186,9.189147922,0.373179167,SHRUB,PERENNIAL,LEGUME
674,VACCINIUM MYRTILLUS,4182,lygraint.no,1,10,5,2,2,-8,-3,18.74819405,0.386262821,5.5077,20.04821764,0.23575,0.094987,7,0.35,SUBSHRUB,PERENNIAL,WOODY
675,VACCINIUM MYRTILLUS,4283,lygraold.no,1,6,3,15,15,9,12,18.74819405,0.386262821,5.5077,20.04821764,0.23575,0.094987,7,0.35,SUBSHRUB,PERENNIAL,WOODY
676,VACCINIUM ULIGINOSUM,4286,lygraold.no,1,1,1,7,3.5,6,2.5,19.4998079,0.470266667,4.2,13.90672208,0.2274,0.1278406,162.5,0.124,SUBSHRUB,PERENNIAL,WOODY
677,VACCINIUM ULIGINOSUM,4185,lygraint.no,1,2,2,1,1,-1,-1,19.4998079,0.470266667,4.2,13.90672208,0.2274,0.1278406,162.5,0.124,SUBSHRUB,PERENNIAL,WOODY
678,VACCINIUM VITIS-IDAEA,4188,lygraint.no,1,39,13,21,7,-18,-6,10.93425771,0.231449383,6.33333,9.170438572,0.2024,NA,NA,1.25,SUBSHRUB,PERENNIAL,WOODY
679,VACCINIUM VITIS-IDAEA,4289,lygraold.no,1,13,4.333333333,31,10.33333333,18,6,10.93425771,0.231449383,6.33333,9.170438572,0.2024,NA,NA,1.25,SUBSHRUB,PERENNIAL,WOODY
685,VERONICA CHAMAEDRYS,2705,elvadrt.ee,1,3,1,3,1.5,0,0.5,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,FORB,PERENNIAL,FORB
686,VERONICA CHAMAEDRYS,5620,rhijn.nl,1,2,2,8,4,6,2,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,FORB,PERENNIAL,FORB
687,VICIA AMERICANA,4477,matador.ca,1,1,0.5,0.5,0.5,-0.5,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME
688,VICIA AMERICANA,3804,kinsella.ca,1,49,9.8,28,5.6,-21,-4.2,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME
689,VICIA AMERICANA,1387,brookdale.ca,1,4,1,3,1,-1,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME
690,VICIA AMERICANA,3615,kernb.ca,1,0.5,0.5,1,1,0.5,0.5,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME
691,VICIA AMERICANA,3724,kernnu.ca,1,2,0.666666667,1,1,-1,0.333333333,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,VINE,PERENNIAL,LEGUME
693,VICIA CRACCA,2711,elvadrt.ee,1,13,4.333333333,4,1.333333333,-9,-3,41.79727454,0.879038889,24.42381,26.81365133,0.3048,0.195683333,41.43187551,0.463024976,LEGUME,PERENNIAL,LEGUME
694,VICIA CRACCA,735,bayrdrt.de,1,3,3,3.1,1.55,0.1,-1.45,41.79727454,0.879038889,24.42381,26.81365133,0.3048,0.195683333,41.43187551,0.463024976,LEGUME,PERENNIAL,LEGUME
697,VICIA SEPIUM,746,bayrdrt.de,1,1,1,55.1,18.36666667,54.1,17.36666667,46.0056,0.683333333,27.307,38.73428571,0.52,0.077475,406.25,0.83175,FORB,PERENNIAL,LEGUME
698,VICIA SEPIUM,2717,elvadrt.ee,1,7,2.333333333,5,1.666666667,-2,-0.666666667,46.0056,0.683333333,27.307,38.73428571,0.52,0.077475,406.25,0.83175,FORB,PERENNIAL,LEGUME
699,VIOLA BETONICIFOLIA,2913,falls.au,1,1,0.5,1.5,0.5,0.5,0,NA,0.2,NA,17.081108,NA,NA,NA,NA,FORB,PERENNIAL,FORB
705,WAHLENBERGIA STRICTA,3455,jilpanger.au,1,1.5,0.5,0.5,0.5,-1,0,NA,0.9,NA,29.447,NA,NA,NA,NA,FORB,PERENNIAL,FORB
706,ZIZIA APTERA,1395,brookdale.ca,1,2,2,1,1,-1,-1,16.074,NA,NA,40.37573969,NA,NA,NA,NA,FORB,PERENNIAL,FORB
