Taxon,site_code,site_name,Family,local_lifeform,local_lifespan,functional_group
KALLSTROEMIA PARVIFLORA,jorndrt.us,Jornada_LTER Drt,Zygophyllaceae,FORB,ANNUAL,FORB
KALLSTROEMIA PARVIFLORA,sevblack.us,Sevilleta_Black,Zygophyllaceae,FORB,ANNUAL,FORB
KENNEDIA PROCURRENS,charleville.au,Charleville,Fabaceae,FORB,ANNUAL,LEGUME
KNAUTIA ARVENSIS,allmendb.ch,Allmend Brachy,Caprifoliaceae,FORB,PERENNIAL,FORB
KNAUTIA ARVENSIS,bayrdrt.de,Bayreuth_DroughtNet,Caprifoliaceae,FORB,PERENNIAL,FORB
KOELERIA MACRANTHA,biddulph.ca,Biddulph,Poaceae,GRAMINOID,PERENNIAL,GRASS
KOELERIA MACRANTHA,cdpt_drt.us,Cedar Point - Drought-Net,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MACRANTHA,cmss.us,CMSS,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MACRANTHA,hard.us,Hardware Ranch,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MACRANTHA,kinsella.ca,Kinsella,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MACRANTHA,konzadrt.us,Konza Drt,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MACRANTHA,matador.ca,Matador,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MACRANTHA,mattheis.ca,Mattheis,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MACRANTHA,oklah.us,Oklahoma (KAEFS-OK),Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA MICRATHERA,cedartrait.us,Cedar Creek Trait ,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA PYRAMIDATA,allmendo.ch,Allmend Ovina,Poaceae,GRASS,PERENNIAL,GRASS
KOELERIA VALLESIANA,ebro.es,Middle Ebro Valley,Poaceae,GRASS,NULL,GRASS
KOHAUTIA AMATYMBICA,ukulingadrt.za,Ukulinga Drought,Rubiaceae,FORB,PERENNIAL,FORB
KRAMERIA LANCEOLATA,jorndrt.us,Jornada_LTER Drt,Krameriaceae,FORB,PERENNIAL,FORB
KRASCHENINNIKOVIA CERATOIDES,sevblack.us,Sevilleta_Black,Amaranthaceae,SHRUB,PERENNIAL,WOODY
KRASCHENINNIKOVIA LANATA,matador.ca,Matador,Amaranthaceae,FORB,PERENNIAL,WOODY
KRIGIA CESPITOSA,konzadrt.us,Konza Drt,Compositae,FORB,PERENNIAL,FORB
KYLLINGA ODORATA,yarradrt.au,Yarramundi Drt,Cyperaceae,GRAMINOID,NULL,GRAMINOID
LACTUCA SERRIOLA,baddrt.de,Bad Drought,Compositae,FORB,BIENNIAL,FORB
LACTUCA SERRIOLA,capmcd.us,Cap Mcdowell,Compositae,FORB,ANNUAL,FORB
LACTUCA SERRIOLA,jenadrt.de,Jena,Compositae,FORB,ANNUAL,FORB
LACTUCA SERRIOLA,naposta.ar,Naposta,Compositae,FORB,ANNUAL,FORB
LACTUCA SERRIOLA,oreaa.us,ORE IDE AA,Compositae,FORB,BIENNIAL,FORB
LACTUCA SERRIOLA,scruzl.us,SantaCruzLow,Compositae,FORB,ANNUAL,FORB
LACTUCA TATARICA,kernb.ca,Kernen_burned,Compositae,FORB,PERENNIAL,FORB
LACTUCA TATARICA,kernnu.ca,Kernen_unburned,Compositae,FORB,PERENNIAL,FORB
LAGENOCARPUS GUIANENSIS,guaribas.br,Guaribas,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID
Lagenophora stipitata,jilpanger.au,Jilpanger,Compositae,FORB,PERENNIAL,FORB
Lagenophora stipitata,jilpanger.au,Jilpanger,Compositae,FORB,ANNUAL,FORB
LAMIUM AMPLEXICAULE,jenadrt.de,Jena,Lamiaceae,FORB,ANNUAL,FORB
LAMIUM PURPUREUM,jenadrt.de,Jena,Lamiaceae,FORB,PERENNIAL,FORB
LAPPULA OCCIDENTALIS var. OCCIDENTALIS,nplatte.us,North Platte,Boraginaceae,FORB,ANNUAL,FORB
LARREA DIVARICATA,cerrillos.ar,Los Cerrillos,Zygophyllaceae,SHRUB,PERENNIAL,WOODY
LARREA TRIDENTATA,nnss.us,NNSS_Mojave,Zygophyllaceae,SHRUB,PERENNIAL,WOODY
LASTARRIAEA CHILENSIS,lcnorth.cl,La Campana North Facing,Polygonaceae,FORB,ANNUAL,FORB
LASTARRIAEA CHILENSIS,qdtnorth.cl,Quebrada de Talca North Facing,Polygonaceae,FORB,ANNUAL,FORB
LATHYRUS CRASSIPES,marcdrt.ar,Mar Chiquita Drt,Fabaceae,FORB,ANNUAL,LEGUME
LATHYRUS NERVOSUS,paike.ar,Potrok Aike Drt,Fabaceae,LEGUME,PERENNIAL,LEGUME
LATHYRUS OCHROLEUCUS,brookdale.ca,Brookdale,Fabaceae,LEGUME,PERENNIAL,LEGUME
LATHYRUS PALUSTRIS,brookdale.ca,Brookdale,Fabaceae,LEGUME,PERENNIAL,LEGUME
LATHYRUS PRATENSIS,elvadrt.ee,EE Elva,Fabaceae,LEGUME,PERENNIAL,LEGUME
LATHYRUS PRATENSIS,rhijn.nl,Rhijnauwen,Fabaceae,LEGUME,PERENNIAL,LEGUME
LATHYRUS PUSILLUS,bayrdrt.de,Bayreuth_DroughtNet,Fabaceae,LEGUME,ANNUAL,LEGUME
LATHYRUS SPHAERICUS,cowidrt.ca,Cowichan Drt,Fabaceae,FORB,ANNUAL,LEGUME
LATHYRUS VENOSUS,brookdale.ca,Brookdale,Fabaceae,LEGUME,PERENNIAL,LEGUME
LATHYRUS VENOSUS,cedarsav.us,Cedar Creek Savanna,Fabaceae,FORB,PERENNIAL,LEGUME
LAVANDULA ANGUSTIFOLIA,ayora.es,Ayora Experimental Station,Lamiaceae,SUBSHRUB,PERENNIAL,WOODY
LAVANDULA LATIFOLIA,ayora.es,Ayora Experimental Station,Lamiaceae,SUBSHRUB,PERENNIAL,WOODY
LECHEA MUCRONATA,slp.us,SLP,Cistaceae,FORB,PERENNIAL,FORB
LECHEA SAN-SABEANA,bfl.us,BFL,Cistaceae,FORB,PERENNIAL,FORB
LECHEA STRICTA,cedarsav.us,Cedar Creek Savanna,Cistaceae,FORB,PERENNIAL,FORB
LEDEBOURIA APERTIFLORA,ukulingadrt.za,Ukulinga Drought,Hyacinthaceae,FORB,PERENNIAL,FORB
LEERSIA HEXANDRA,chilcasdrt.ar,Las Chilcas Drt,Poaceae,GRASS,PERENNIAL,GRASS
LEMOORIA BURKITTII,brokenh.au,Broken Hill,Compositae,FORB,ANNUAL,FORB
LEONTODON HISPIDUS,allmendo.ch,Allmend Ovina,Compositae,FORB,PERENNIAL,FORB
LEONTODON HISPIDUS,elvadrt.ee,EE Elva,Compositae,FORB,PERENNIAL,FORB
LEONTODON HISPIDUS,jenadrt.de,Jena,Compositae,FORB,PERENNIAL,FORB
LEONTODON HISPIDUS,pineta.es,Pineta,Compositae,FORB,NULL,FORB
LEPIDIUM DENSIFLORUM,cdpt_drt.us,Cedar Point - Drought-Net,Brassicaceae,FORB,ANNUAL,FORB
LEPIDIUM LASIOCARPUM,capmcd.us,Cap Mcdowell,Brassicaceae,FORB,ANNUAL,FORB
LEPIDIUM LASIOCARPUM,capwhite.us,Cap Whitetank,Brassicaceae,FORB,ANNUAL,FORB
LEPIDIUM LASIOCARPUM,gmgranite.us,Gmdrc Granitecove,Brassicaceae,FORB,ANNUAL,FORB
LEPIDIUM LASIOCARPUM,gmmolar.us,Gmdrc Molar Junction,Brassicaceae,FORB,ANNUAL,FORB
LEPIDIUM SUBULATUM,ciempoz.es,Ciempozuelos,Brassicaceae,SUBSHRUB,NULL,WOODY
LEPIDIUM VIRGINICUM,bivensarm.us,Bivens Arm,Brassicaceae,FORB,NULL,FORB
LEPIDOSPERMA CARPHOIDES,jilpanger.au,Jilpanger,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID
LEPIDOSPERMA CONGESTUM,jilpanger.au,Jilpanger,Cyperaceae,GRAMINOID,PERENNIAL,GRAMINOID
LEPTOCHLOA DUBIA,cerrillos.ar,Los Cerrillos,Poaceae,GRASS,PERENNIAL,GRASS
LEPTOSIPHON AUREUS,gmmolar.us,Gmdrc Molar Junction,Polemoniaceae,FORB,ANNUAL,FORB
LESPEDEZA CAPITATA,cedarsav.us,Cedar Creek Savanna,Fabaceae,FORB,PERENNIAL,LEGUME
LESPEDEZA CAPITATA,cedartrait.us,Cedar Creek Trait ,Fabaceae,FORB,PERENNIAL,LEGUME
LESPEDEZA CAPITATA,konzadrt.us,Konza Drt,Fabaceae,LEGUME,PERENNIAL,LEGUME
LESPEDEZA CAPITATA,oklah.us,Oklahoma (KAEFS-OK),Fabaceae,FORB,PERENNIAL,LEGUME
LESPEDEZA HIRTA,sand.us,Sandhills,Fabaceae,LEGUME,PERENNIAL,LEGUME
LESPEDEZA JUNCEA var. SERICEA,bivensarm.us,Bivens Arm,Fabaceae,FORB,PERENNIAL,LEGUME
LESPEDEZA JUNCEA var. SERICEA,oklah.us,Oklahoma (KAEFS-OK),Fabaceae,WOODY,PERENNIAL,LEGUME
LESPEDEZA PROCUMBENS,sand.us,Sandhills,Fabaceae,LEGUME,PERENNIAL,LEGUME
LESQUERELLA FENDLERI,sevblack.us,Sevilleta_Black,Brassicaceae,FORB,PERENNIAL,FORB
LEUCANTHEMOPSIS ALPINA,passogavia.it,Passo Gavia,Compositae,FORB,PERENNIAL,FORB
LEUCANTHEMUM IRCUTIANUM,bayrdrt.de,Bayreuth_DroughtNet,Compositae,FORB,PERENNIAL,FORB
LEUCANTHEMUM VULGARE,allmendb.ch,Allmend Brachy,Compositae,FORB,PERENNIAL,FORB
LEUCANTHEMUM VULGARE,allmendo.ch,Allmend Ovina,Compositae,FORB,PERENNIAL,FORB
LEUCANTHEMUM VULGARE,baddrt.de,Bad Drought,Compositae,FORB,PERENNIAL,FORB
LEUCANTHEMUM VULGARE,cowidrt.ca,Cowichan Drt,Compositae,FORB,PERENNIAL,FORB
LEUCANTHEMUM VULGARE,elvadrt.ee,EE Elva,Compositae,FORB,PERENNIAL,FORB
LEUCANTHEMUM VULGARE,rhijn.nl,Rhijnauwen,Compositae,FORB,PERENNIAL,FORB
LEUCHERIA PURPUREA,paike.ar,Potrok Aike Drt,Compositae,FORB,PERENNIAL,FORB
LEUCOBRYUM GLAUCUM,lygraold.no,Lygra_old,Leucobryaceae,BRYOPHYTE,NULL,BRYOPHYTE
LEVENHOOKIA DUBIA,jilpanger.au,Jilpanger,Stylidiaceae,FORB,ANNUAL,FORB
LEYMUS CHINENSIS,chang.cn,Changling,Poaceae,GRASS,PERENNIAL,GRASS
LEYMUS TRITICOIDES,scruzl.us,SantaCruzLow,Poaceae,GRASS,PERENNIAL,GRASS
LIATRIS ASPERA,cedarsav.us,Cedar Creek Savanna,Compositae,FORB,PERENNIAL,FORB
LIATRIS ASPERA,cedartrait.us,Cedar Creek Trait ,Compositae,FORB,PERENNIAL,FORB
LIATRIS COKERI,sand.us,Sandhills,Compositae,FORB,PERENNIAL,FORB
LIATRIS LIGULISTYLIS,brookdale.ca,Brookdale,Compositae,FORB,PERENNIAL,FORB
LIATRIS PUNCTATA,bfl.us,BFL,Compositae,FORB,PERENNIAL,FORB
LIATRIS PUNCTATA,biddulph.ca,Biddulph,Compositae,FORB,PERENNIAL,FORB
LIATRIS PUNCTATA,cdpt_drt.us,Cedar Point - Drought-Net,Compositae,FORB,PERENNIAL,FORB
LIATRIS SQUARROSA,oklah.us,Oklahoma (KAEFS-OK),Compositae,FORB,PERENNIAL,FORB
LIGUSTICUM MUTELLINA,passogavia.it,Passo Gavia,Apiaceae,FORB,PERENNIAL,FORB
LINANTHUS JONESII,nnss.us,NNSS_Mojave,Polemoniaceae,FORB,ANNUAL,FORB
LINARIA GENISTIFOLIA,kiskun.hu,Kiskunsag,Plantaginaceae,FORB,PERENNIAL,FORB
LINARIA VULGARIS,cedartrait.us,Cedar Creek Trait ,Plantaginaceae,FORB,PERENNIAL,FORB
LINUM BIENNE,scruzh.us,SantaCruzHigh,Linaceae,FORB,ANNUAL,FORB
LINUM CATHARTICUM,allmendb.ch,Allmend Brachy,Linaceae,FORB,ANNUAL,FORB
LINUM CATHARTICUM,allmendo.ch,Allmend Ovina,Linaceae,FORB,ANNUAL,FORB
LINUM CATHARTICUM,elvadrt.ee,EE Elva,Linaceae,FORB,ANNUAL,FORB
LINUM LEWISII,antelope.us,Antelope,Linaceae,FORB,PERENNIAL,FORB
LINUM MEDIUM,slp.us,SLP,Linaceae,FORB,ANNUAL,FORB
LINUM PERENNE,hard.us,Hardware Ranch,Linaceae,FORB,PERENNIAL,FORB
LINUM RIGIDUM,bfl.us,BFL,Linaceae,FORB,ANNUAL,FORB
LINUM RIGIDUM,cdpt_drt.us,Cedar Point - Drought-Net,Linaceae,FORB,ANNUAL,FORB
LINUM RIGIDUM,matador.ca,Matador,Linaceae,FORB,PERENNIAL,FORB
LINUM SUFFRUTICOSUM,ayora.es,Ayora Experimental Station,Linaceae,SUBSHRUB,PERENNIAL,WOODY
LINUM SUFFRUTICOSUM,ebro.es,Middle Ebro Valley,Linaceae,SHRUB,NULL,WOODY
LINUM SULCATUM,oklah.us,Oklahoma (KAEFS-OK),Linaceae,FORB,ANNUAL,FORB
LIQUIDAMBAR STYRACIFLUA,bivensarm.us,Bivens Arm,Hamamelidaceae,TREE,PERENNIAL,WOODY
LIRIODENDRON TULIPIFERA,indiana.us,Indiana University RTP,Magnoliaceae,TREE,PERENNIAL,WOODY
LITHODORA FRUTICOSA,ayora.es,Ayora Experimental Station,Boraginaceae,SUBSHRUB,PERENNIAL,WOODY
LITHOSPERMUM CANESCENS,brookdale.ca,Brookdale,Boraginaceae,FORB,PERENNIAL,FORB
LITHOSPERMUM CANESCENS,cedarsav.us,Cedar Creek Savanna,Boraginaceae,FORB,PERENNIAL,FORB
LITHOSPERMUM CAROLINIENSE,cedarsav.us,Cedar Creek Savanna,Boraginaceae,FORB,PERENNIAL,FORB
LITHOSPERMUM INCISUM,bfl.us,BFL,Boraginaceae,FORB,PERENNIAL,FORB
LITHOSPERMUM INCISUM,cdpt_drt.us,Cedar Point - Drought-Net,Boraginaceae,FORB,PERENNIAL,FORB
LITHOSPERMUM INCISUM,mattheis.ca,Mattheis,Boraginaceae,FORB,PERENNIAL,FORB
LOBELIA PURPURASCENS,yarradrt.au,Yarramundi Drt,Campanulaceae,FORB,NULL,FORB
LOEFLINGIA SQUARROSA,capwhite.us,Cap Whitetank,Caryophyllaceae,FORB,ANNUAL,FORB
LOESELIASTRUM SCHOTTII,nnss.us,NNSS_Mojave,Polemoniaceae,FORB,ANNUAL,FORB
LOGFIA ARIZONICA,capmcd.us,Cap Mcdowell,Compositae,FORB,ANNUAL,FORB
LOGFIA ARIZONICA,capwhite.us,Cap Whitetank,Compositae,FORB,ANNUAL,FORB
LOLIUM MULTIFLORUM,marcdrt.ar,Mar Chiquita Drt,Poaceae,GRASS,BIENNIAL,GRASS
LOLIUM MULTIFLORUM,naposta.ar,Naposta,Poaceae,GRASS,ANNUAL,GRASS
LOLIUM PERENNE,baddrt.de,Bad Drought,Poaceae,GRASS,PERENNIAL,GRASS
LOLIUM PERENNE,bayrdrt.de,Bayreuth_DroughtNet,Poaceae,GRASS,PERENNIAL,GRASS
LOLIUM PERENNE,jenadrt.de,Jena,Poaceae,GRASS,PERENNIAL,GRASS
LOLIUM PERENNE,scruzl.us,SantaCruzLow,Poaceae,GRASS,ANNUAL,GRASS
LOLIUM PERENNE,scruzm.us,SantaCruzMiddle,Poaceae,GRASS,ANNUAL,GRASS
LOLIUM PERENNE,validate.fr,Validate,Poaceae,GRASS,PERENNIAL,GRASS
LOMANDRA COLLINA,jilpanger.au,Jilpanger,Laxmanniaceae,FORB,PERENNIAL,FORB
LOMANDRA JUNCEA,jilpanger.au,Jilpanger,Laxmanniaceae,FORB,PERENNIAL,FORB
LOMANDRA MICRANTHA,jilpanger.au,Jilpanger,Laxmanniaceae,FORB,PERENNIAL,FORB
LOMANDRA NANA,jilpanger.au,Jilpanger,Laxmanniaceae,FORB,PERENNIAL,FORB
LOMATIUM NUDICAULE,cowidrt.ca,Cowichan Drt,Apiaceae,FORB,PERENNIAL,FORB
LOMATIUM UTRICULATUM,cowidrt.ca,Cowichan Drt,Apiaceae,FORB,PERENNIAL,FORB
LOTUS ,brokenh.au,Broken Hill,Fabaceae,NULL,ANNUAL,LEGUME
LOTUS ALPINUS,passogavia.it,Passo Gavia,Fabaceae,FORB,PERENNIAL,LEGUME
LOTUS CORNICULATUS,allmendb.ch,Allmend Brachy,Fabaceae,FORB,PERENNIAL,LEGUME
LOTUS CORNICULATUS,allmendo.ch,Allmend Ovina,Fabaceae,FORB,PERENNIAL,LEGUME
LOTUS CORNICULATUS,bayrdrt.de,Bayreuth_DroughtNet,Fabaceae,LEGUME,PERENNIAL,LEGUME
LOTUS CORNICULATUS,esw.ca,ESW,Fabaceae,LEGUME,PERENNIAL,LEGUME
LOTUS CORNICULATUS,lygraint.no,Lygra_intermediate,Fabaceae,LEGUME,NULL,LEGUME
LOTUS CORNICULATUS,pineta.es,Pineta,Fabaceae,LEGUME,NULL,LEGUME
LOTUS CORNICULATUS,purdue.us,Purdue Wildlife Area,Fabaceae,LEGUME,NULL,LEGUME
LOTUS CORNICULATUS,rhijn.nl,Rhijnauwen,Fabaceae,LEGUME,PERENNIAL,LEGUME
LOTUS CORNICULATUS,yarradrt.au,Yarramundi Drt,Fabaceae,LEGUME,PERENNIAL,LEGUME
LOTUS GLABER,chilcasdrt.ar,Las Chilcas Drt,Fabaceae,LEGUME,PERENNIAL,LEGUME
LOTUS TENUIS,chilcasdrt.ar,Las Chilcas Drt,Fabaceae,NULL,NULL,LEGUME
LUPINUS ARGENTEUS,hard.us,Hardware Ranch,Fabaceae,FORB,PERENNIAL,LEGUME
LUPINUS CONCINNUS,gmgranite.us,Gmdrc Granitecove,Fabaceae,LEGUME,ANNUAL,LEGUME
LUPINUS CONCINNUS,gmmolar.us,Gmdrc Molar Junction,Fabaceae,FORB,ANNUAL,LEGUME
LUPINUS PERENNIS,cedartrait.us,Cedar Creek Trait ,Fabaceae,FORB,PERENNIAL,LEGUME
LUPINUS SPARSIFLORUS,capwhite.us,Cap Whitetank,Fabaceae,LEGUME,ANNUAL,LEGUME
LUPINUS TEXENSIS,bfl.us,BFL,Fabaceae,FORB,ANNUAL,LEGUME
LUZULA CAMPESTRIS,bayrdrt.de,Bayreuth_DroughtNet,Juncaceae,GRASS,PERENNIAL,GRAMINOID
LUZULA CHILENSIS,paike.ar,Potrok Aike Drt,Juncaceae,GRAMINOID,PERENNIAL,GRAMINOID
LUZULA MULTIFLORA,elvadrt.ee,EE Elva,Juncaceae,GRASS,PERENNIAL,GRAMINOID
LUZULA MULTIFLORA,lygraint.no,Lygra_intermediate,Juncaceae,GRAMINOID,NULL,GRAMINOID
LUZULA MULTIFLORA,lygraold.no,Lygra_old,Juncaceae,GRAMINOID,NULL,GRAMINOID
LUZULA MULTIFLORA,rhijn.nl,Rhijnauwen,Juncaceae,GRAMINOID,PERENNIAL,GRAMINOID
LUZULA PILOSA,lygraint.no,Lygra_intermediate,Juncaceae,GRAMINOID,NULL,GRAMINOID
LUZULA SPICATA,passogavia.it,Passo Gavia,Juncaceae,GRAMINOID,PERENNIAL,GRAMINOID
LYCIUM PALLIDUM,nnss.us,NNSS_Mojave,Solanaceae,SHRUB,PERENNIAL,WOODY
LYCOPODIUM ALPINUM,passogavia.it,Passo Gavia,Lycopodiaceae,CLUBMOSS,PERENNIAL,FORB
LYGODESMIA JUNCEA,biddulph.ca,Biddulph,Compositae,FORB,PERENNIAL,FORB
LYGODESMIA JUNCEA,cdpt_drt.us,Cedar Point - Drought-Net,Compositae,FORB,PERENNIAL,FORB
LYSIMACHIA ARVENSIS,scruzh.us,SantaCruzHigh,Primulaceae,FORB,ANNUAL,FORB
LYSIMACHIA ARVENSIS,scruzm.us,SantaCruzMiddle,Primulaceae,FORB,ANNUAL,FORB
LYSIMACHIA EUROPAEA,lygraint.no,Lygra_intermediate,Primulaceae,FORB,NULL,FORB
LYSIMACHIA NEMORUM,bayrdrt.de,Bayreuth_DroughtNet,Primulaceae,FORB,PERENNIAL,FORB
LYSIMACHIA NUMMULARIA,rhijn.nl,Rhijnauwen,Primulaceae,FORB,PERENNIAL,FORB
LYTHRUM HYSSOPIFOLIA,chilcasdrt.ar,Las Chilcas Drt,Lythraceae,NULL,NULL,FORB
LYTHRUM HYSSOPIFOLIA,scruzh.us,SantaCruzHigh,Lythraceae,FORB,ANNUAL,FORB
LYTHRUM HYSSOPIFOLIUM,marcdrt.ar,Mar Chiquita Drt,Lythraceae,FORB,ANNUAL,FORB
MACHAERANTHERA PINNATIFIDA,cdpt_drt.us,Cedar Point - Drought-Net,Compositae,FORB,PERENNIAL,FORB
MACHAERANTHERA PINNATIFIDA,sevblack.us,Sevilleta_Black,Compositae,FORB,PERENNIAL,FORB
MACHAERANTHERA PINNATIFIDA,sevmixed.us,Sevilleta_Mixed,Compositae,FORB,PERENNIAL,FORB
MADIA SATIVA,scruzh.us,SantaCruzHigh,Compositae,FORB,ANNUAL,FORB
MADIA SATIVA,scruzm.us,SantaCruzMiddle,Compositae,FORB,ANNUAL,FORB
MAIANTHEMUM RACEMOSUM,cedarsav.us,Cedar Creek Savanna,Asparagaceae,FORB,PERENNIAL,FORB
MAIREANA CARNOSA,credoj.au,CredoJ,Amaranthaceae,SHRUB,PERENNIAL,WOODY
MAIREANA CARNOSA,credom.au,CredoM,Amaranthaceae,SHRUB,PERENNIAL,WOODY
MAIREANA PYRAMIDATA,brokenh.au,Broken Hill,Amaranthaceae,SHRUB,PERENNIAL,WOODY
MAIREANA PYRAMIDATA,milparinka.au,Milparinka,Amaranthaceae,SHRUB,NULL,WOODY
MAIREANA SEDIFOLIA,credoj.au,CredoJ,Amaranthaceae,SHRUB,PERENNIAL,WOODY
MAIREANA SEDIFOLIA,credom.au,CredoM,Amaranthaceae,SHRUB,PERENNIAL,WOODY
MAIREANA TRICHOPTERA,credoj.au,CredoJ,Amaranthaceae,SHRUB,PERENNIAL,WOODY
MAIREANA TRICHOPTERA,credom.au,CredoM,Amaranthaceae,SHRUB,PERENNIAL,WOODY
MALACOTHRIX GLABRATA,gmmolar.us,Gmdrc Molar Junction,Compositae,FORB,ANNUAL,FORB
MALACOTHRIX GLABRATA,nnss.us,NNSS_Mojave,Compositae,FORB,ANNUAL,FORB
MARGYRICARPUS PINNATUS,chacra.ar,Chacra Experimental Patagones,Rosaceae,SUBSHRUB,PERENNIAL,WOODY
MARGYRICARPUS PINNATUS,morient.ar,Monte Oriental,Rosaceae,FORB,PERENNIAL,WOODY
MARRUBIUM VULGARE,lcsouth.cl,La Campana South Facing,Lamiaceae,FORB,PERENNIAL,FORB
MARSDENIA AUSTRALIS,credom.au,CredoM,Apocynaceae,VINE,PERENNIAL,FORB
MEDICAGO LACINIATA,charleville.au,Charleville,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO LACINIATA,cobar.au,Cobar,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO LUPULINA,allmendb.ch,Allmend Brachy,Fabaceae,FORB,BIENNIAL,LEGUME
MEDICAGO LUPULINA,allmendo.ch,Allmend Ovina,Fabaceae,FORB,BIENNIAL,LEGUME
MEDICAGO LUPULINA,baddrt.de,Bad Drought,Fabaceae,FORB,PERENNIAL,LEGUME
MEDICAGO LUPULINA,elvadrt.ee,EE Elva,Fabaceae,LEGUME,PERENNIAL,LEGUME
MEDICAGO LUPULINA,esw.ca,ESW,Fabaceae,LEGUME,NULL,LEGUME
MEDICAGO LUPULINA,jenadrt.de,Jena,Fabaceae,FORB,NULL,LEGUME
MEDICAGO LUPULINA,marcdrt.ar,Mar Chiquita Drt,Fabaceae,FORB,BIENNIAL,LEGUME
MEDICAGO LUPULINA,scruzh.us,SantaCruzHigh,Fabaceae,FORB,PERENNIAL,LEGUME
MEDICAGO MINIMA,chacra.ar,Chacra Experimental Patagones,Fabaceae,LEGUME,ANNUAL,LEGUME
MEDICAGO MINIMA,credoj.au,CredoJ,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO MINIMA,credom.au,CredoM,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO MINIMA,kiskun.hu,Kiskunsag,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO POLYMORPHA,scruzl.us,SantaCruzLow,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO POLYMORPHA,scruzm.us,SantaCruzMiddle,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO TRUNCATULA,credoj.au,CredoJ,Fabaceae,FORB,ANNUAL,LEGUME
MEDICAGO TRUNCATULA,credom.au,CredoM,Fabaceae,FORB,ANNUAL,LEGUME
MELICA SUBULATA,cowidrt.ca,Cowichan Drt,Poaceae,GRASS,PERENNIAL,GRASS
MELICYTUS DENTATUS,falls.au,Falls Creek,Violaceae,SHRUB,PERENNIAL,WOODY
MELILOTUS ALBUS,brookdale.ca,Brookdale,Fabaceae,LEGUME,ANNUAL,LEGUME
MELILOTUS OFFICINALIS,chang.cn,Changling,Fabaceae,GRASS,BIENNIAL,LEGUME
MELILOTUS OFFICINALIS,marcdrt.ar,Mar Chiquita Drt,Fabaceae,FORB,BIENNIAL,LEGUME
MELOCACTUS BAHIENSIS,guaribas.br,Guaribas,Cactaceae,SUCCULENT,PERENNIAL,CACTUS
MENTZELIA ASPERA,gmmolar.us,Gmdrc Molar Junction,Loasaceae,FORB,ANNUAL,FORB
MENTZELIA ASPERA,nnss.us,NNSS_Mojave,Loasaceae,FORB,ANNUAL,FORB
MENTZELIA MONTANA,antelope.us,Antelope,Loasaceae,FORB,ANNUAL,FORB
MERTENSIA OBLONGIFOLIA,cmss.us,CMSS,Boraginaceae,FORB,PERENNIAL,FORB
MESSERSCHMIDIA SIBIRICA,chang.cn,Changling,Boraginaceae,FORB,PERENNIAL,FORB
MICROSERIS LANCEOLATA,falls.au,Falls Creek,Compositae,FORB,PERENNIAL,FORB
MICROSERIS NUTANS,hard.us,Hardware Ranch,Compositae,FORB,PERENNIAL,FORB
MICROSERIS SCAPIGERA,jilpanger.au,Jilpanger,Compositae,FORB,PERENNIAL,FORB
MICROSTACHYS CORNICULATA,guaribas.br,Guaribas,Euphorbiaceae,SUBSHRUB,PERENNIAL,WOODY
MICROTIS ARENARIA,jilpanger.au,Jilpanger,Orchidaceae,FORB,PERENNIAL,FORB
MILLOTIA MUELLERI,jilpanger.au,Jilpanger,Compositae,FORB,ANNUAL,FORB
MILLOTIA TENUIFOLIA,jilpanger.au,Jilpanger,Compositae,FORB,ANNUAL,FORB
MIMOSA NUTTALLII,konzadrt.us,Konza Drt,Fabaceae,LEGUME,PERENNIAL,LEGUME
MIMOSA TEXANA,bfl.us,BFL,Fabaceae,SHRUB,PERENNIAL,LEGUME
MINUARTIA GLOMERATA,kiskun.hu,Kiskunsag,Caryophyllaceae,FORB,ANNUAL,FORB
MINURIA DENTICULATA,milparinka.au,Milparinka,Compositae,FORB,PERENNIAL,FORB
MODIOLA CAROLINIANA,bivensarm.us,Bivens Arm,Malvaceae,FORB,NULL,FORB
MOLINIA CAERULEA,lygraint.no,Lygra_intermediate,Poaceae,GRASS,NULL,GRASS
MOLINIA CAERULEA,lygraold.no,Lygra_old,Poaceae,GRASS,NULL,GRASS
MOLLUGO VERTICILLATA,cerrillos.ar,Los Cerrillos,Molluginaceae,FORB,ANNUAL,FORB
MOMORDICA CHARANTIA,bivensarm.us,Bivens Arm,Cucurbitaceae,FORB,ANNUAL,FORB
