,dataset_id,taxon_name,observation_id,trait_name,value,unit,,entity_type,value_type,basis_of_value,replicates,basis_of_record,life_stage,population_id,individual_id,temporal_id,source_id,location_id,entity_context_id,plot_id,treatment_id,collection_date,measurement_remarks,method_id,original_name
1864,Kew_2019_1,Achyranthes aspera,1139,seed_dry_mass,1.7012,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1865,Kew_2019_1,Achyranthes aspera,1140,seed_dry_mass,1.7728,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,2,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1866,Kew_2019_1,Achyranthes aspera,1141,seed_dry_mass,2.03,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,3,NA,Ramirez_1993,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: Seed dried to a constant weight at 40<U+00B0>C prior to weighing.; REFERENCE: Ramirez_1993,NA,Achyranthes aspera
1867,Kew_2019_1,Achyranthes aspera,1142,seed_dry_mass,2.25,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,4,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1868,Kew_2019_1,Achyranthes aspera,1143,seed_dry_mass,2.3832,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,5,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1869,Kew_2019_1,Achyranthes aspera,1144,seed_dry_mass,3.0084,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,6,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1870,Kew_2019_1,Achyranthes aspera,1145,seed_dry_mass,3.1684,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,7,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1871,Kew_2019_1,Achyranthes aspera,1146,seed_dry_mass,3.3296,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,8,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1872,Kew_2019_1,Achyranthes aspera,1147,seed_dry_mass,3.4872,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,9,NA,Clifford_2000,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; REFERENCE: Clifford_2000,NA,Achyranthes aspera
1873,Kew_2019_1,Achyranthes aspera,1148,seed_dry_mass,3.8408,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,10,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1874,Kew_2019_1,Achyranthes aspera,1149,seed_dry_mass,4.2708,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,11,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1875,Kew_2019_1,Achyranthes aspera,1150,seed_dry_mass,4.5676,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,12,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1876,Kew_2019_1,Achyranthes aspera,1151,seed_dry_mass,5.1384,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,13,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
1877,Kew_2019_1,Achyranthes aspera,1152,seed_dry_mass,11.4352,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,14,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Achyranthes aspera
2884,Metcalfe_2009,Achyranthes aspera,7,seed_dry_mass,1,mg,,population,mean,measurement,unknown,field,adult,8,NA,NA,NA,8,NA,NA,NA,2005/2005,NA,NA,Achyranthes aspera
3665,NHNSW_2014_2,Agrimonia eupatoria,313,plant_height,0.267,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrimonia eupatoria
3666,NHNSW_2014_2,Agrimonia eupatoria,313,plant_height,0.8,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrimonia eupatoria
3667,NHNSW_2014_2,Agrostis capillaris,318,plant_height,0.167,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis capillaris
3668,NHNSW_2014_2,Agrostis capillaris,318,plant_height,0.5,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis capillaris
4442,SAH_2014,Agrostis capillaris,44,plant_height,0.2,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Agrostis capillaris
4443,SAH_2014,Agrostis capillaris,44,plant_height,0.5,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Agrostis capillaris
3669,NHNSW_2014_2,Agrostis gigantea,319,plant_height,0.333,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis gigantea
3670,NHNSW_2014_2,Agrostis gigantea,319,plant_height,1,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis gigantea
4444,SAH_2014,Agrostis gigantea,45,plant_height,1,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Agrostis gigantea
3671,NHNSW_2014_2,Agrostis stolonifera,324,plant_height,0.133,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis stolonifera
3672,NHNSW_2014_2,Agrostis stolonifera,324,plant_height,0.4,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis stolonifera
3414,Mokany_2015,Agrostis venusta,43,leaf_area,62.8319,mm2,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Agrostis venusta
3673,NHNSW_2014_2,Agrostis venusta,325,plant_height,0.133,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis venusta
3674,NHNSW_2014_2,Agrostis venusta,325,plant_height,0.4,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Agrostis venusta
5303,Williams_2011,Agrostis venusta,47,plant_height,0.1,m,,species,maximum,measurement,NA,field,adult,NA,NA,NA,NA,2,NA,NA,NA,2011/2013,NA,NA,Agrostis venusta
1878,Kew_2019_1,Agrostis venusta,1234,seed_dry_mass,0.144,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Agrostis venusta
4886,Standish_2019,Aira caryophyllea,66,leaf_N_per_dry_mass,22.3,mg/g,,population,mean,measurement,unknown,field,adult,1,NA,NA,NA,1,NA,NA,NA,unknown/2019,NA,NA,Aira caryophyllea
3675,NHNSW_2014_2,Aira caryophyllea,329,plant_height,0.1,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Aira caryophyllea
3676,NHNSW_2014_2,Aira caryophyllea,329,plant_height,0.3,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Aira caryophyllea
4445,SAH_2014,Aira caryophyllea,49,plant_height,0.1,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Aira caryophyllea
4446,SAH_2014,Aira caryophyllea,49,plant_height,0.3,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Aira caryophyllea
2995,Mokany_2008,Aira elegantissima,19,leaf_area,7.0681,mm2,9.65864,individual,raw,measurement,1,field,adult,2,1,NA,NA,2,NA,NA,NA,10/13/05,NA,NA,Aira elegantissima
3001,Mokany_2008,Aira elegantissima,20,leaf_area,11.677,mm2,,individual,raw,measurement,1,field,adult,2,2,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3007,Mokany_2008,Aira elegantissima,21,leaf_area,12.222,mm2,,individual,raw,measurement,1,field,adult,2,3,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3013,Mokany_2008,Aira elegantissima,22,leaf_area,7.5412,mm2,,individual,raw,measurement,1,field,adult,2,4,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3018,Mokany_2008,Aira elegantissima,23,leaf_area,9.7849,mm2,,individual,raw,measurement,1,field,adult,2,5,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
2996,Mokany_2008,Aira elegantissima,19,leaf_dry_matter_content,0.333333333,g/g,0.259632035,individual,raw,measurement,1,field,adult,2,1,NA,NA,2,NA,NA,NA,10/13/05,NA,NA,Aira elegantissima
3002,Mokany_2008,Aira elegantissima,20,leaf_dry_matter_content,0.208333333,g/g,,individual,raw,measurement,1,field,adult,2,2,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3008,Mokany_2008,Aira elegantissima,21,leaf_dry_matter_content,0.142857143,g/g,,individual,raw,measurement,1,field,adult,2,3,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3014,Mokany_2008,Aira elegantissima,22,leaf_dry_matter_content,0.363636364,g/g,,individual,raw,measurement,1,field,adult,2,4,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3019,Mokany_2008,Aira elegantissima,23,leaf_dry_matter_content,0.25,g/g,,individual,raw,measurement,1,field,adult,2,5,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
2997,Mokany_2008,Aira elegantissima,19,leaf_mass_per_area,42.44422123,g/m2,38.70215621,individual,raw,measurement,1,field,adult,2,1,NA,NA,2,NA,NA,NA,10/13/05,NA,NA,Aira elegantissima
3003,Mokany_2008,Aira elegantissima,20,leaf_mass_per_area,42.81921726,g/m2,0.025838354,individual,raw,measurement,1,field,adult,2,2,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3009,Mokany_2008,Aira elegantissima,21,leaf_mass_per_area,24.54590083,g/m2,,individual,raw,measurement,1,field,adult,2,3,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3015,Mokany_2008,Aira elegantissima,22,leaf_mass_per_area,53.04195619,g/m2,,individual,raw,measurement,1,field,adult,2,4,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3020,Mokany_2008,Aira elegantissima,23,leaf_mass_per_area,30.65948554,g/m2,,individual,raw,measurement,1,field,adult,2,5,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3677,NHNSW_2014_2,Aira elegantissima,331,plant_height,0.167,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Aira elegantissima
3678,NHNSW_2014_2,Aira elegantissima,331,plant_height,0.5,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Aira elegantissima
4447,SAH_2014,Aira elegantissima,51,plant_height,0.1,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Aira elegantissima
4448,SAH_2014,Aira elegantissima,51,plant_height,0.4,m,0.9,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Aira elegantissima
2998,Mokany_2008,Aira elegantissima,19,root_diameter,0.24,mm,0.45,individual,maximum,measurement,1,field,adult,2,1,NA,NA,2,NA,NA,NA,10/13/05,NA,NA,Aira elegantissima
3004,Mokany_2008,Aira elegantissima,20,root_diameter,0.19,mm,,individual,maximum,measurement,1,field,adult,2,2,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3010,Mokany_2008,Aira elegantissima,21,root_diameter,0.25,mm,,individual,maximum,measurement,1,field,adult,2,3,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3016,Mokany_2008,Aira elegantissima,22,root_diameter,0.2,mm,,individual,maximum,measurement,1,field,adult,2,4,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3021,Mokany_2008,Aira elegantissima,23,root_diameter,0.35,mm,,individual,maximum,measurement,1,field,adult,2,5,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
2999,Mokany_2008,Aira elegantissima,19,root_shoot_ratio,0.222222222,mg{root}/mg{shoot},0.182608284,individual,raw,measurement,1,field,adult,2,1,NA,NA,2,NA,NA,NA,10/13/05,NA,NA,Aira elegantissima
3005,Mokany_2008,Aira elegantissima,20,root_shoot_ratio,0.22,mg{root}/mg{shoot},,individual,raw,measurement,1,field,adult,2,2,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3011,Mokany_2008,Aira elegantissima,21,root_shoot_ratio,0.120967742,mg{root}/mg{shoot},,individual,raw,measurement,1,field,adult,2,3,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3017,Mokany_2008,Aira elegantissima,22,root_shoot_ratio,0.161616162,mg{root}/mg{shoot},,individual,raw,measurement,1,field,adult,2,4,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3022,Mokany_2008,Aira elegantissima,23,root_shoot_ratio,0.188235294,mg{root}/mg{shoot},,individual,raw,measurement,1,field,adult,2,5,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3000,Mokany_2008,Aira elegantissima,19,root_specific_root_length,1114.83,m/g,,individual,raw,measurement,1,field,adult,2,1,NA,NA,2,NA,NA,NA,10/13/05,NA,NA,Aira elegantissima
3006,Mokany_2008,Aira elegantissima,20,root_specific_root_length,659.14,m/g,,individual,raw,measurement,1,field,adult,2,2,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3012,Mokany_2008,Aira elegantissima,21,root_specific_root_length,678.44,m/g,,individual,raw,measurement,1,field,adult,2,3,NA,NA,2,NA,NA,NA,10/17/05,NA,NA,Aira elegantissima
3679,NHNSW_2014_2,Allium neapolitanum,355,plant_height,0.3,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Allium neapolitanum
3680,NHNSW_2014_2,Allium neapolitanum,355,plant_height,0.55,m,1.15,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Allium neapolitanum
4449,SAH_2014,Allium neapolitanum,57,plant_height,0.3,m,0.575,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Allium neapolitanum
4450,SAH_2014,Allium neapolitanum,57,plant_height,0.6,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Allium neapolitanum
3681,NHNSW_2014_2,Allium vineale,358,plant_height,0.35,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Allium vineale
3682,NHNSW_2014_2,Allium vineale,358,plant_height,0.75,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Allium vineale
4451,SAH_2014,Allium vineale,62,plant_height,0.3,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Allium vineale
4452,SAH_2014,Allium vineale,62,plant_height,0.8,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Allium vineale
2892,Metcalfe_2020_2,Alloteropsis cimicina,3,leaf_area,675,mm2,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2020/2020,NA,NA,Alloteropsis cimicina
1707,GrassBase_2014,Alloteropsis cimicina,12,plant_height,1.2,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Alloteropsis cimicina
1879,Kew_2019_1,Alloteropsis cimicina,1408,seed_dry_mass,0.4752,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Alloteropsis cimicina
1880,Kew_2019_1,Alloteropsis cimicina,1409,seed_dry_mass,0.6272,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,2,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Alloteropsis cimicina
3683,NHNSW_2014_2,Alopecurus pratensis,389,plant_height,0.3,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Alopecurus pratensis
3684,NHNSW_2014_2,Alopecurus pratensis,389,plant_height,0.9,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Alopecurus pratensis
4453,SAH_2014,Alopecurus pratensis,76,plant_height,0.3,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Alopecurus pratensis
4454,SAH_2014,Alopecurus pratensis,76,plant_height,0.9,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Alopecurus pratensis
3685,NHNSW_2014_2,Amaranthus viridis,418,plant_height,0.133,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Amaranthus viridis
3686,NHNSW_2014_2,Amaranthus viridis,418,plant_height,0.4,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Amaranthus viridis
3687,NHNSW_2014_2,Ambrosia artemisiifolia,420,plant_height,0.667,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Ambrosia artemisiifolia
3688,NHNSW_2014_2,Ambrosia artemisiifolia,420,plant_height,2,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Ambrosia artemisiifolia
3689,NHNSW_2014_2,Ambrosia psilostachya,422,plant_height,0.667,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Ambrosia psilostachya
3690,NHNSW_2014_2,Ambrosia psilostachya,422,plant_height,2,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Ambrosia psilostachya
4455,SAH_2014,Ambrosia psilostachya,102,plant_height,2,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Ambrosia psilostachya
3691,NHNSW_2014_2,Ambrosia tenuifolia,423,plant_height,0.25,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Ambrosia tenuifolia
3692,NHNSW_2014_2,Ambrosia tenuifolia,423,plant_height,0.75,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Ambrosia tenuifolia
4456,SAH_2014,Ambrosia tenuifolia,103,plant_height,0.6,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Ambrosia tenuifolia
3693,NHNSW_2014_2,Andropogon virginicus,462,plant_height,0.333,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Andropogon virginicus
3694,NHNSW_2014_2,Andropogon virginicus,462,plant_height,1,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Andropogon virginicus
277,Catford_2014,Anthoxanthum odoratum,12,plant_height,1,m,,species,maximum,measurement,NA,field,adult,NA,NA,NA,NA,1,NA,NA,NA,2012/2012,NA,NA,Anthoxanthum odaratum
3695,NHNSW_2014_2,Anthoxanthum odoratum,494,plant_height,0.333,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Anthoxanthum odoratum
3696,NHNSW_2014_2,Anthoxanthum odoratum,494,plant_height,1,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Anthoxanthum odoratum
4457,SAH_2014,Anthoxanthum odoratum,145,plant_height,0.3,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Anthoxanthum odoratum
4458,SAH_2014,Anthoxanthum odoratum,145,plant_height,0.8,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/1986,NA,NA,Anthoxanthum odoratum
276,Catford_2014,Anthoxanthum odoratum,11,seed_dry_mass,0.53,mg,,population,mean,measurement,NA,field,adult,1,NA,NA,NA,1,NA,NA,NA,2012/2012,NA,NA,Anthoxanthum odaratum
3697,NHNSW_2014_2,Aphanes arvensis,503,plant_height,0.04,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Aphanes arvensis
3698,NHNSW_2014_2,Aphanes arvensis,503,plant_height,0.1,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Aphanes arvensis
3415,Mokany_2015,Aphelia pumilio,64,leaf_area,15.708,mm2,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Aphelia pumilio
3416,Mokany_2015,Aphelia pumilio,64,plant_height,0.03,m,,species,maximum,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Aphelia pumilio
3582,Morgan_2011_1,Aphelia pumilio,55,plant_height,0.03,m,,population,maximum,measurement,unknown,field,adult,1,NA,NA,NA,1,NA,NA,NA,2011/2011,NA,NA,Aphelia pumilio
1881,Kew_2019_1,Aphelia pumilio,1606,seed_dry_mass,0.1052,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,1,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Aphelia pumilio
1882,Kew_2019_1,Aphelia pumilio,1607,seed_dry_mass,0.1343333,mg,,individual,mean,measurement,unknown,preserved_specimen,adult,pop_unk,2,NA,Kew_2019,NA,NA,NA,NA,unknown/2019,MATERIAL: Seed; NOTES: *Seed weights reported may include minor covering structures; REFERENCE: Kew_2019,NA,Aphelia pumilio
3417,Mokany_2015,Aphelia pumilio,64,seed_dry_mass,0.134,mg,,species,mean,measurement,NA,literature,adult,NA,NA,NA,NA,NA,NA,NA,NA,2015/2015,NA,NA,Aphelia pumilio
3699,NHNSW_2014_2,Arenaria serpyllifolia,535,plant_height,0.1,m,,species,minimum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Arenaria serpyllifolia
3700,NHNSW_2014_2,Arenaria serpyllifolia,535,plant_height,0.3,m,,species,maximum,measurement,NA,preserved_specimen,adult,NA,NA,NA,NA,NA,NA,NA,NA,unknown/2014,NA,NA,Arenaria serpyllifolia
