"","Taxon","site_code","mean.drt.cover.yr1","mean.drt.cover.yr2","diff.drt.trt","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"531","TRIODIA BASEDOWII","ethadn.au",49.33333333,72,22.66666667,6.4,1.3,NA,2.93,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"532","TRIODIA BASEDOWII","ethadb.au",31.5,36,4.5,6.4,1.3,NA,2.93,NA,NA,NA,NA,"GRASS","PERENNIAL","GRASS"
"533","TRISETUM FLAVESCENS","validate.fr",8.3,6.75,-1.55,27.09907954,0.532263158,8.795034255,22.11711414,0.44,0.166445278,447.4973772,0.175392308,"GRASS","PERENNIAL","GRASS"
"534","TRISETUM SPICATUM","falls.au",1,0.5,-0.5,NA,0.32706,NA,21.1,0.3048,NA,NA,0.24,"GRASS","PERENNIAL","GRASS"
"535","ULEX PARVIFLORUS","ayora.es",26.66666667,29.66666667,2.999999997,14.1,1.315,NA,4.82,1.5,0.71673186,9.189147922,0.373179167,"SHRUB","PERENNIAL","LEGUME"
"536","VACCINIUM MYRTILLUS","lygraold.no",15,10,-5,18.74819405,0.386262821,5.5077,20.04821764,0.23575,0.094987,7,0.35,"SUBSHRUB","PERENNIAL","WOODY"
"537","VACCINIUM MYRTILLUS","lygraint.no",2,4,2,18.74819405,0.386262821,5.5077,20.04821764,0.23575,0.094987,7,0.35,"SUBSHRUB","PERENNIAL","WOODY"
"538","VACCINIUM ULIGINOSUM","lygraold.no",3.5,2,-1.5,19.4998079,0.470266667,4.2,13.90672208,0.2274,0.1278406,162.5,0.124,"SUBSHRUB","PERENNIAL","WOODY"
"539","VACCINIUM ULIGINOSUM","lygraint.no",1,1,0,19.4998079,0.470266667,4.2,13.90672208,0.2274,0.1278406,162.5,0.124,"SUBSHRUB","PERENNIAL","WOODY"
"540","VACCINIUM VITIS-IDAEA","lygraint.no",7,7,0,10.93425771,0.231449383,6.33333,9.170438572,0.2024,NA,NA,1.25,"SUBSHRUB","PERENNIAL","WOODY"
"541","VACCINIUM VITIS-IDAEA","lygraold.no",10.33333333,9,-1.33333333,10.93425771,0.231449383,6.33333,9.170438572,0.2024,NA,NA,1.25,"SUBSHRUB","PERENNIAL","WOODY"
"547","VERONICA CHAMAEDRYS","elvadrt.ee",1.5,1.333333333,-0.166666667,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,"FORB","PERENNIAL","FORB"
"548","VICIA AMERICANA","matador.ca",0.5,0.5,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,"VINE","PERENNIAL","LEGUME"
"549","VICIA AMERICANA","kinsella.ca",5.6,5.6,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,"VINE","PERENNIAL","LEGUME"
"550","VICIA AMERICANA","kernnu.ca",1,0.833333333,-0.166666667,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,"VINE","PERENNIAL","LEGUME"
"551","VICIA AMERICANA","brookdale.ca",1,1,0,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,"VINE","PERENNIAL","LEGUME"
"552","VICIA AMERICANA","kernb.ca",1,0.5,-0.5,42.658,0.2765,21.77,21.29655909,0.254,0.096375062,29.37063333,0.363178334,"VINE","PERENNIAL","LEGUME"
"553","VICIA CRACCA","elvadrt.ee",1.333333333,1.5,0.166666667,41.79727454,0.879038889,24.42381,26.81365133,0.3048,0.195683333,41.43187551,0.463024976,"LEGUME","PERENNIAL","LEGUME"
"556","VICIA SEPIUM","elvadrt.ee",1.666666667,1.333333333,-0.333333334,46.0056,0.683333333,27.307,38.73428571,0.52,0.077475,406.25,0.83175,"FORB","PERENNIAL","LEGUME"
"557","VIOLA BETONICIFOLIA","falls.au",0.5,0.5,0,NA,0.2,NA,17.081108,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"558","VITIS VULPINA","esw.ca",7,6,-1,NA,NA,NA,8.20827,0.4064,NA,NA,NA,"VINE","PERENNIAL","WOODY"
"563","ZIZIA APTERA","brookdale.ca",1,1.166666667,0.166666667,16.074,NA,NA,40.37573969,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
