"","Taxon","site_code","mean.drt.cover.yr1","mean.drt.cover.yr2","diff.drt.trt","leafN.mg.g","height.m","rootN.mg.g","SLA_m2.kg","root.depth_m","RTD.g.cm3","SRL_m.g","rootDiam.mm","local_lifeform","local_lifespan","functional_group"
"346","MONARDA FISTULOSA","cedartrait.us",8,2,-6,11.29051118,0.662,17.87547,26.21085308,0.1016,0.165191358,93.37285277,0.28925,"FORB","PERENNIAL","FORB"
"347","MONARDA PUNCTATA","slp.us",5,3,-2,13.2,0.4265,NA,18.95202815,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"348","NARTHECIUM OSSIFRAGUM","lygraold.no",3,2,-1,24.7,0.2325,NA,24.15,0.22,NA,NA,NA,"FORB","NULL","FORB"
"352","NEOTTIA OVATA","pineta.es",1.75,1.33333333333333,-0.41666666666667,NA,0.32,NA,30.18571429,NA,NA,NA,NA,"FORB","NULL","FORB"
"353","NOTICASTRUM SERICEUM","spvdrt.ar",4,3.5,-0.5,30.175,NA,NA,36.99,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"355","OXALIS CONORRHIZA","naposta.ar",1,1,0,NA,0.1176,NA,42.67,NA,NA,NA,NA,"FORB","PERENNIAL, ANNUAL (Yarramundi Drt)","FORB"
"356","OXALIS DILLENII","slp.us",2.5,2,-0.5,NA,0.188478161,NA,41.82566697,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"363","PEDICULARIS SYLVATICA","lygraint.no",1,1,0,NA,0.161666667,24.01,11.55,NA,NA,NA,NA,"FORB","NULL","FORB"
"364","PERSICARIA VIVIPARA","passogavia.it",0.1,0.2,0.1,21.5,0.283,NA,22,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"367","PHLOX HOODII","oreaa.us",1.625,1,-0.625,23.27,0.02825,NA,13.95070877,0.54,0.180454545,107.0545926,0.2647,"FORB","PERENNIAL","FORB"
"368","PHYTEUMA HEMISPHAERICUM","passogavia.it",2.3,2,-0.3,27,0.1,NA,19.5,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"370","PICRIS HIERACIOIDES","jenadrt.de",2.166666667,3,0.833333333,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,"FORB","PERENNIAL","FORB"
"371","PICRIS HIERACIOIDES","baddrt.de",48,37,-11,24.11,0.157,12.13,18.58,1.23,0.0725,193.765,0.45557832,"FORB","PERENNIAL","FORB"
"373","PIMPINELLA SAXIFRAGA","allmendb.ch",2.416666667,2.25,-0.166666667,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,"FORB","PERENNIAL","FORB"
"374","PIMPINELLA SAXIFRAGA","allmendo.ch",2.166666667,1.91666666666667,-0.25000000033333,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,"FORB","PERENNIAL","FORB"
"375","PIMPINELLA SAXIFRAGA","pineta.es",0.5,0.5,0,21.22166667,0.445,3.322678571,21.46439541,2.42685,0.315348446,149.6596103,0.228622222,"FORB","PERENNIAL","FORB"
"376","PLANTAGO EURYPHYLLA","falls.au",1,0.5,-0.5,45.18531954,0.03,NA,15.9845175,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"377","PLANTAGO LANCEOLATA","cowidrt.ca",2,2,0,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"378","PLANTAGO LANCEOLATA","rhijn.nl",4,3.5,-0.5,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"379","PLANTAGO LANCEOLATA","allmendo.ch",0.75,0.75,0,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"380","PLANTAGO LANCEOLATA","baddrt.de",0.3,1,0.7,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"381","PLANTAGO LANCEOLATA","allmendb.ch",1,0.25,-0.75,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"382","PLANTAGO LANCEOLATA","scruzh.us",22.2222222,8.33333333333333,-13.8888888666667,25.695,0.320146825,23.59846931,23.55,0.57,0.138912722,225.0999155,0.228368317,"FORB","PERENNIAL","FORB"
"383","PLANTAGO PATAGONICA","spvdrt.ar",1,1.5,0.5,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"384","PLANTAGO PATAGONICA","capwhite.us",1,0.125,-0.875,16.75319,0.1524,NA,7.068,0.1524,0.406666667,171.778132,0.173233333,"FORB","ANNUAL","FORB"
"385","PLANTAGO RHODOSPERMA","bfl.us",1,1,0,NA,NA,NA,17.37,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"406","POLYGALA VULGARIS","allmendb.ch",1.416666667,0.5,-0.916666667,NA,0.172916667,NA,19.02952398,0.5,0.2661556,396.667,0.7826128,"FORB","PERENNIAL","FORB"
"407","POTENTILLA ANSERINA","elvadrt.ee",1,1,0,26.20897891,0.277222222,NA,17.47534074,0.43,0.63425,148.75,0.6572,"FORB","PERENNIAL","FORB"
"408","POTENTILLA ERECTA","pineta.es",3,3,0,25.74581524,0.203633333,9.89,22.4188617,0.55,0.3627833,230,0.88602,"FORB","NULL","FORB"
"409","POTENTILLA ERECTA","lygraint.no",2.333333333,2.66666666666667,0.33333333366667,25.74581524,0.203633333,9.89,22.4188617,0.55,0.3627833,230,0.88602,"FORB","NULL","FORB"
"410","POTENTILLA ERECTA","lygraold.no",3,8,5,25.74581524,0.203633333,9.89,22.4188617,0.55,0.3627833,230,0.88602,"FORB","NULL","FORB"
"411","POTENTILLA GRANDIFLORA","allmendo.ch",3.25,3.16666666666667,-0.0833333333333299,NA,NA,NA,39.1,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"412","POTENTILLA GRANDIFLORA","allmendb.ch",0.666666667,0.5,-0.166666667,NA,NA,NA,39.1,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"413","POTENTILLA REPTANS","rhijn.nl",22.5,12.5,-10,24.6133503,0.274083333,NA,23.567332,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"414","PRIMULA GLUTINOSA","passogavia.it",0.75,0.6,-0.15,27,NA,NA,13.58757528,0.2515,NA,NA,NA,"FORB","PERENNIAL","FORB"
"415","PRUNELLA VULGARIS","allmendo.ch",4.166666667,1.83333333333333,-2.33333333366667,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,"FORB","PERENNIAL","FORB"
"416","PRUNELLA VULGARIS","allmendb.ch",14.08333333,11.25,-2.83333333,16.811555,0.250255556,5.87871,22.91466839,0.254,0.105496279,223.0600732,0.294300536,"FORB","PERENNIAL","FORB"
"421","PTILOTUS POLYSTACHYUS","ethadb.au",21,0.1,-20.9,23.98,1,NA,9.6,NA,NA,37,NA,"FORB","NULL","FORB"
"423","RANUNCULUS ACRIS","elvadrt.ee",2,2,0,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,"FORB","PERENNIAL","FORB"
"424","RANUNCULUS ACRIS","rhijn.nl",3,2,-1,24.40250649,0.455420833,11.25,22.35741937,0.44,0.121892828,139.8527763,0.35099,"FORB","PERENNIAL","FORB"
"425","RAPHANUS SATIVUS","scruzl.us",61.0981501,45.2,-15.8981501,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,"FORB","ANNUAL","FORB"
"426","RAPHANUS SATIVUS","scruzm.us",20.57703828,4.5,-16.07703828,40.5,0.715,14.825,34.60857143,1.566667,NA,NA,NA,"FORB","ANNUAL","FORB"
"427","RATIBIDA COLUMNIFERA","oklah.us",0.5,0.5,0,NA,0.94488,NA,22.85,0.3556,NA,56,0.66,"FORB","PERENNIAL","FORB"
"428","RHINANTHUS MINOR","allmendb.ch",2,0.5,-1.5,34.3558401,0.395833333,NA,18.84206584,0.08,NA,NA,NA,"FORB","ANNUAL","FORB"
"436","RUDBECKIA HIRTA","bfl.us",1.5,1,-0.5,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,"FORB","ANNUAL","FORB"
"437","RUDBECKIA HIRTA","slp.us",5.5,1.5,-4,28.33854,0.48345,21.64598,19.67108394,0.254,0.14325585,119.2626432,0.2691575,"FORB","ANNUAL","FORB"
"438","RUELLIA HUMILIS","konzadrt.us",2,3,1,17,0.502906667,NA,12.07550636,0.1016,0.40803047,18.40109592,0.42,"FORB","PERENNIAL","FORB"
"443","SALVIA PRATENSIS","allmendb.ch",3.25,2.25,-1,19.3,0.520833333,NA,24.4875,2.1,0.2015038,272.308,2.015308,"FORB","PERENNIAL","FORB"
"444","SALVIA PRATENSIS","allmendo.ch",3.875,3.25,-0.625,19.3,0.520833333,NA,24.4875,2.1,0.2015038,272.308,2.015308,"FORB","PERENNIAL","FORB"
"445","SALVIA VERBENACA","credom.au",0.8,0.5,-0.3,NA,0.508333333,NA,11.94,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"446","SALVIA VERBENACA","credoj.au",0.5,0.5,0,NA,0.508333333,NA,11.94,NA,NA,NA,NA,"FORB","ANNUAL","FORB"
"447","SANGUISORBA MINOR","allmendb.ch",2.5,2,-0.5,19.82857143,0.340136667,13.0925861,17.81475981,0.3048,0.290931094,118.7237432,0.4611271,"FORB","PERENNIAL","FORB"
"448","SANGUISORBA MINOR","allmendo.ch",0.5,0.75,0.25,19.82857143,0.340136667,13.0925861,17.81475981,0.3048,0.290931094,118.7237432,0.4611271,"FORB","PERENNIAL","FORB"
"449","SCABIOSA COLUMBARIA","allmendb.ch",1,1.5,0.5,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,"FORB","PERENNIAL","FORB"
"450","SCABIOSA COLUMBARIA","allmendo.ch",1.625,1,-0.625,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,"FORB","PERENNIAL","FORB"
"451","SCABIOSA COLUMBARIA","ukulingadrt.za",4,10,6,21.2,0.594444444,NA,19.16302632,0.9,0.347953216,120.2294669,0.181166667,"FORB","PERENNIAL","FORB"
"458","SEDUM STENOPETALUM","oreaa.us",2.875,2.125,-0.75,NA,0.1118,NA,9.29,0.1,NA,NA,0.58,"FORB","PERENNIAL","FORB"
"463","SISYRINCHIUM BELLUM","scruzh.us",1.8340046,4.75,2.9159954,22.35,0.2558,NA,23.93793933,NA,0.101107003,118.754489,0.32952,"FORB","PERENNIAL","FORB"
"464","SISYRINCHIUM MONTANUM","kinsella.ca",2,2,0,NA,0.225,NA,19.78,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"465","SOLDANELLA PUSILLA","passogavia.it",13.6,12.6,-1,NA,0.02,NA,16.8,0.11,NA,NA,NA,"FORB","PERENNIAL","FORB"
"466","SOLIDAGO CANADENSIS","baddrt.de",0.15,0.2,0.05,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,"FORB","PERENNIAL","FORB"
"467","SOLIDAGO CANADENSIS","esw.ca",27,24.6666666666667,-2.3333333333333,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,"FORB","PERENNIAL","FORB"
"468","SOLIDAGO CANADENSIS","brookdale.ca",2.9,1.9,-1,15.13338959,1.30146,NA,17.75668436,0.3048,NA,77.59504262,0.486273328,"FORB","PERENNIAL","FORB"
"469","SOLIDAGO MISSOURIENSIS","kinsella.ca",5,5,0,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,"FORB","PERENNIAL","FORB"
"470","SOLIDAGO MISSOURIENSIS","kernb.ca",1,1,0,13.3335,0.576,10.93,10.60804205,0.2032,0.208174196,100.2127031,0.323716667,"FORB","PERENNIAL","FORB"
"471","SOLIDAGO NEMORALIS","cedartrait.us",7,8.5,1.5,15.47778333,0.57,23.31317375,13.95394921,0.3048,0.129791058,208.2087011,0.369872222,"FORB","PERENNIAL","FORB"
"472","SOLIDAGO NEMORALIS","oklah.us",7.75,15,7.25,15.47778333,0.57,23.31317375,13.95394921,0.3048,0.129791058,208.2087011,0.369872222,"FORB","PERENNIAL","FORB"
"473","SOLIDAGO RIGIDA","oklah.us",3,11,8,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,"FORB","PERENNIAL","FORB"
"474","SOLIDAGO RIGIDA","brookdale.ca",1.5,2,0.5,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,"FORB","PERENNIAL","FORB"
"475","SOLIDAGO RIGIDA","cedartrait.us",9,10,1,11.83477126,0.598,8.386758333,10.23214847,0.3048,0.212780118,35.33592984,0.482373411,"FORB","PERENNIAL","FORB"
"476","SONCHUS ARVENSIS","esw.ca",2,5,3,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,"FORB","PERENNIAL","FORB"
"477","SONCHUS ARVENSIS","brookdale.ca",1.95,1.5,-0.45,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,"FORB","PERENNIAL","FORB"
"478","SONCHUS ARVENSIS","kernnu.ca",7.166666667,6,-1.166666667,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,"FORB","PERENNIAL","FORB"
"479","SONCHUS ARVENSIS","kernb.ca",1.25,1,-0.25,26.4,1.1875,NA,21,0.56,0.219369,40.215,NA,"FORB","PERENNIAL","FORB"
"480","SONCHUS ASPER","scruzl.us",14.54787123,5.5,-9.04787123,27.6,0.5875,NA,24.97389591,0.69,0.301036269,223.2180487,0.1419,"FORB","ANNUAL","FORB"
"483","SPHAERALCEA HASTULATA","antelope.us",2,1,-1,NA,NA,NA,14.04606421,2.5,NA,10.52042,0.492,"FORB","PERENNIAL","FORB"
"487","STELLARIA GRAMINEA","elvadrt.ee",1,1,0,29.426,0.460386667,NA,29.05086069,0.34,0.337078652,251.0337458,0.135266667,"FORB","PERENNIAL","FORB"
"488","STENARIA NIGRICANS","bfl.us",1,2.5,1.5,NA,0.2,NA,15.01261282,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"495","SYMPHYOTRICHUM ERICOIDES","brookdale.ca",1.25,1,-0.25,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"496","SYMPHYOTRICHUM ERICOIDES","kernb.ca",2,2,0,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"497","SYMPHYOTRICHUM ERICOIDES","matador.ca",1,1,0,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"498","SYMPHYOTRICHUM ERICOIDES","oklah.us",11,11,0,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"499","SYMPHYOTRICHUM ERICOIDES","konzadrt.us",35,6,-29,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"500","SYMPHYOTRICHUM ERICOIDES","hard.us",9.333333333,9.66666666666667,0.333333333666669,12.6,0.7802222,11.01821,20.14194711,0.76,0.151923077,73.83666667,0.3263,"FORB","PERENNIAL","FORB"
"501","SYMPHYOTRICHUM FALCATUM","kinsella.ca",13.33333333,13.3333333333333,3.33329985835462e-09,22.282,0.4175,8.69,14.18715,NA,0.117472,79.08403333,0.31118,"FORB","PERENNIAL","FORB"
"502","SYMPHYOTRICHUM LAEVE","brookdale.ca",2.666666667,2.5,-0.166666667,11.6,0.976666667,9.78,14.28815235,NA,0.253411079,69.91354785,0.323475,"FORB","PERENNIAL","FORB"
"503","SYMPHYOTRICHUM LANCEOLATUM","esw.ca",1,2,1,25.1,1.8288,NA,12.754,0.2032,0.15,68,0.36,"FORB","PERENNIAL","FORB"
"504","SYMPHYOTRICHUM NOVAE-ANGLIAE","esw.ca",1,8.5,7.5,12.17017,1.022302632,NA,23.88988777,NA,0.12,52,0.46,"FORB","PERENNIAL","FORB"
"505","TARAXACUM CAMPYLODES","jenadrt.de",11.33333333,6,-5.33333333,28.3472693,0.044,10.73618,30.05916441,0.1524,0.2871857,213.1,0.292,"FORB","PERENNIAL","FORB"
"506","TARAXACUM CAMPYLODES","validate.fr",0.925,6,5.075,28.3472693,0.044,10.73618,30.05916441,0.1524,0.2871857,213.1,0.292,"FORB","PERENNIAL","FORB"
"510","THALICTRUM VENULOSUM","brookdale.ca",1.75,1.16666666666667,-0.58333333333333,NA,0.1059,NA,19.84,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"512","THLASPI ARVENSE","hard.us",3,2,-1,NA,0.423333333,NA,24.42761317,0.49,0.42845,105,0.2761525,"FORB","ANNUAL","FORB"
"518","TIDESTROMIA LANUGINOSA","jorndrt.us",0.2,1,0.8,NA,0.3,NA,17.09882973,0.265,NA,4.37819,0.074,"FORB","ANNUAL","FORB"
"519","TRAGOPOGON DUBIUS","mattheis.ca",1,1,0,26.314,0.34175,11.37,18.88481429,0.1524,0.27502617,48.55913333,0.359875,"FORB","BIENNIAL","FORB"
"522","TRIENTALIS EUROPEA","lygraold.no",1,1,0,NA,NA,NA,47.591,NA,NA,NA,NA,"FORB","NULL","FORB"
"542","VALERIANELLA LOCUSTA","cowidrt.ca",2.5,5.25,2.75,26,0.1925,NA,31.7,0.05,0.56326,204,1.242171,"FORB","ANNUAL","FORB"
"545","VERONICA ARVENSIS","cowidrt.ca",1,1,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,"FORB","ANNUAL","FORB"
"546","VERONICA ARVENSIS","jenadrt.de",0.5,0.5,0,15,0.187777778,NA,21.00097059,0.19,0.7139167,224.167,0.98561,"FORB","ANNUAL","FORB"
"547","VERONICA CHAMAEDRYS","elvadrt.ee",1.5,1.33333333333333,-0.16666666666667,25.804,0.234,10.00287923,28.10742313,0.34,0.114461321,349.9700698,0.149373333,"FORB","PERENNIAL","FORB"
"557","VIOLA BETONICIFOLIA","falls.au",0.5,0.5,0,NA,0.2,NA,17.081108,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
"563","ZIZIA APTERA","brookdale.ca",1,1.16666666666667,0.16666666666667,16.074,NA,NA,40.37573969,NA,NA,NA,NA,"FORB","PERENNIAL","FORB"
